mat_cod,cod_mat,mat_dsc,mat_ppu,grs_wgt,net_wgt,wgt_uom,mat_vol,vol_uom,mat_len,mat_wid,mat_hgt,mat_uom
5ACEFFF2D6111EDBAF96435DB70C0D47,04332717538GA,HOLE-TYPE NOZZLE,33.12,0.058,0.058,KG,0.072,L,80,30,30,MM
5ACEFFF2D6111EDBAF96435FBA87CCD2,04332717548GA,Hole-Type Nozzle,30.07,0.063,0.06,KG,0.034,L,20,20,85,MM
5ACEFFF2D6111EDBAF96436040F80CCA,043327175637E,HOLE-TYPE NOZZLE,24.15,0.059,0.059,KG,0.062,L,39.66,39.66,39.66,MM
5ACEFFF2D6111EDBAF964362A2EB8CC5,04332717568GA,Hole-Type Nozzle,37.61,0.058,0.055,KG,0.03,L,20,20,75,MM
5ACEFFF2D6111EDBAF96436595D78D3D,04332717598GA,Hole-Type Nozzle,35.2,0.063,0.058,KG,0.029,L,20,20,75,MM
5ACEFFF2D6111EDBAEC5E8479E49C869,04332717648GA,Hole-Type Nozzle,26.75,0.062,0.057,KG,0.029,L,20,20,75,MM
5ACEFFF2D6111EDBAF964367D631CCD6,04332717658GA,Hole-Type Nozzle,27.72,0.063,0.06,KG,0.034,L,20,20,85,MM
5ACEFFF2D6111EDBAF96436BCE99CCD2,04332717658K2,HOLE-TYPE NOZZLE,27.7,0.057,0.057,KG,0.034,L,20,20,85,MM
5ACEFFF2D6111EEC94D523370E19DEDA,04332717738GA,Hole-Type Nozzle,23.81,0.062,0.057,KG,0.029,L,20,20,75,MM
5ACEFFF2D6111EDBAF986B7D0DBE8CDA,04332717748GA,Hole-Type Nozzle,17.29,0.058,0.055,KG,0.03,L,20,20,75,MM
5ACEFFF2D6111EDBAF986B82B64C8CDA,04332717758GA,Hole-Type Nozzle,21.27,0.062,0.057,KG,0.029,L,20,20,75,MM
5ACEFFF2D6111EDBAF964372DB9D8CD5,04332717788GA,Hole-Type Nozzle,34.99,0.065,0.062,KG,0.034,L,20,20,85,MM
5ACEFFF2D6111EDBAF9643735CB14D66,04332717848GA,HOLE-TYPE NOZZLE,27.3,0.057,0.057,KG,0.03,L,20,20,75,MM
5ACEFFF2D6111EDBAF9643777B948CC1,04332717983G0,HOLE-TYPE NOZZLE,28.45,0.06,0.06,KG,0.05,L,25,25,80,MM
5ACEFFF2D6111EDBAF96437BCD6E0CC5,04332717988GA,Hole-Type Nozzle,28.81,0.058,0.055,KG,0.03,L,20,20,75,MM
5ACEFFF2D6111EDBAF96437C04ADCCD0,04332718048GA,Hole-Type Nozzle,17.29,0.059,0.054,KG,0.029,L,20,20,75,MM
5ACEFFF2D6111EDBAF96437E5CE4CCD5,04332718058GA,Hole-Type Nozzle,29.02,0.058,0.055,KG,0.03,L,20,20,75,MM
5ACEFFF2D6111EDBAF96438128F2CCC6,04332718068GA,HOLE-TYPE NOZZLE,30.06,0.058,0.058,KG,0.034,L,77,21,21,MM
5ACEFFF2D6111EDBAF9643824D434D66,04332718098GA,Hole-Type Nozzle,27.24,0.061,0.056,KG,0.029,L,20,20,75,MM
5ACEFFF2D6111EDBAF96438371CC0D64,04332718138GA,HOLE-TYPE NOZZLE,27.3,0.06,0.06,KG,0.034,L,78,21,21,MM
5ACEFFF2D6111EDBAF964386B5CD8CD3,04332718158GA,Hole-Type Nozzle,34.94,0.061,0.056,KG,0.029,L,20,20,75,MM
5ACEFFF2D6111EDBAF96438BDC414CC8,04332718198GA,Hole-Type Nozzle,28.01,0.063,0.06,KG,0.034,L,20,20,85,MM
5ACEFFF2D6111EDBAEC5E849877B8875,04332718208GA,HOLE-TYPE NOZZLE,35.21,0.06,0.06,KG,0.05,L,25,25,80,MM
5ACEFFF2D6111EDBAF96438B9BB94D47,04332718218GA,Hole-Type Nozzle,26.37,0.058,0.055,KG,0.03,L,20,20,75,MM
5ACEFFF2D6111EDBAF96438CC66B8D69,04332718238GA,Hole-Type Nozzle,26.94,0.058,0.055,KG,0.03,L,20,20,75,MM
5ACEFFF2D6111EDBAF986B93DE0D4CDA,04332718298GA,Hole-Type Nozzle,20.08,0.059,0.056,KG,0.03,L,20,20,75,MM
5ACEFFF2D6111EDBAF986B9867268CDA,04332718378GA,Hole-Type Nozzle,21.8,0.062,0.057,KG,0.029,L,20,20,75,MM
5ACEFFF2D6111EDBAF96439575BC4CC1,04332718388GA,Hole-Type Nozzle,28.81,0.058,0.055,KG,0.03,L,20,20,75,MM
5ACEFFF2D6111EDBAF964397EC2F4CD5,04332718418GA,HOLE-TYPE NOZZLE,32.86,0.06,0.06,KG,0.042,L,80,23,23,MM
5ACEFFF2D6111EDBAF96439BBCF3CD2A,04332718438GA,HOLE-TYPE NOZZLE,29.93,0.06,0.06,KG,0.05,L,25,25,80,MM
5ACEFFF2D6111EDBAF96439CCDAD4CCF,04332718478GA,HOLE-TYPE NOZZLE,25.12,0.056,0.056,KG,0.032,L,80,20,20,MM
5ACEFFF2D6111EEC94D523492D955F76,04332718498GA,Hole-Type Nozzle,20.68,0.061,0.056,KG,0.029,L,20,20,75,MM
5ACEFFF2D6111EDBAF96439EECA7CD4D,04332718558GA,HOLE-TYPE NOZZLE,34.12,0.062,0.062,KG,0.036,L,90,20,20,MM
5ACEFFF2D6111EDBAF9643A1F06C4D66,04332718648GA,HOLE-TYPE NOZZLE,26.79,0.058,0.058,KG,0.032,L,80,20,20,MM
5ACEFFF2D6111EDBAF9643A283564D41,04332718658GA,Hole-Type Nozzle,28.54,0.062,0.057,KG,0.029,L,20,20,75,MM
5ACEFFF2D6111EDBAF9643A62981CD47,04332718688GA,Hole-Type Nozzle,28.52,0.062,0.057,KG,0.029,L,20,20,75,MM
5ACEFFF2D6111EDBAF9643A7ED34CD5E,04332718738GA,HOLE-TYPE NOZZLE,35.2,0.058,0.058,KG,0.072,L,30,30,80,MM
5ACEFFF2D6111EDBAF9643AA43CE0CC6,04332718788GA,HOLE-TYPE NOZZLE,37.06,0.06,0.06,KG,0.037,L,20,25,73,MM
5ACEFFF2D6111EDBAF9643AB42D08D4B,04332718838GA,Hole-Type Nozzle,26.79,0.061,0.056,KG,0.029,L,20,20,75,MM
5ACEFFF2D6111EDBAEC5E84FD60C48CE,04332718848GA,HOLE-TYPE NOZZLE,32.85,0.057,0.057,KG,0.03,L,20,20,75,MM
5ACEFFF2D6111EDBAF9643AC24AF0CC1,04332718868GA,HOLE-TYPE NOZZLE,32.29,0.06,0.06,KG,0.05,L,25,25,80,MM
5ACEFFF2D6111EDBAF9643AC2E258CD6,04332718908GA,HOLE-TYPE NOZZLE,31.56,0.054,0.054,KG,0.059,L,39.01,39.01,39.01,MM
5ACEFFF2D6111EDBAF9643AF50148D66,04332718958GA,Hole-Type Nozzle,32.17,0.059,0.056,KG,0.03,L,20,20,75,MM
5ACEFFF2D6111EDBAF9643B450EA4D5E,0433272004EVT,Hole-Type Nozzle,21.68,0.06,0.06,KG,0.084,L,43.74,43.74,43.74,MM
5ACEFFF2D6111EDDBC808856B4B247A3,SP047292644LF,Installer-Remover,5518.51,11.743,11.63,KG,25.005,L,320,427,183,MM
5ACEFFF2D6111EECA498655170C451B3,SP047307593FP,Aligning Pin,180.35,0.514,0.454,KG,1.404,L,120,117,100,MM
5ACEFFF2D6111EECA4986550DEC912D6,SP047307973FP,Installation Tool,137.92,0.514,0.454,KG,2.246,L,120,117,160,MM
5ACEFFF2D6111EEE91B5676A37F41374,SP047308333FP,Remover tool,310,1.875,1.814,KG,10,L,250,200,200,MM
5ACEFFF2D6111EDBAF905A367E8F8D00,SP04731154BFR,Lifting Device,2473.67,10.8,10.206,KG,31.556,L,481,142,462,MM
5ACEFFF2D6111EDBAF905A3B547B0D28,SP04731155B3P,Scissor Lift,7119.06,387.2,387.2,KG,798.312,L,1480,930,580,MM
5ACEFFF2D6111EEDA8C732AEB29D52BF,SP047311723FP,Mounting Fixture,159.17,2.322,2.268,KG,4.788,L,190,140,180,MM
5ACEFFF2D6111EDBAF905A42798B0D38,SP04731172B7Y,Mounting Fixture,177.8,2.393,2.268,KG,4.073,L,211,135,143,MM
5ACEFFF2D6111EECA4986550DED951B2,SP047311763FP,Release pin,49.86,0.514,0.454,KG,2.246,L,120,117,160,MM
5ACEFFF2D6111EECA4986551C2469209,SP047311793FP,Spring Compressor,954.79,1.491,1.361,KG,11.2,L,280,250,160,MM
5ACEFFF2D6111EEDA8C732B2370B5252,SP047311813FP,Mounting Fixture,236.99,1.882,1.814,KG,5.984,L,220,170,160,MM
5ACEFFF2D6111EDBAF905A43874F0D01,SP04731181B7Y,Mounting Fixture,355.91,1.938,1.814,KG,3.914,L,223,135,130,MM
5ACEFFF2D6111EECA4986552A80D1218,SP047311873FP,Spring Compressor,1060.87,3.799,3.629,KG,17.405,L,295,295,200,MM
5ACEFFF2D6111EECA4986550E449D204,SP047312143FP,Seal Installer,716.09,1.491,1.361,KG,11.2,L,280,250,160,MM
5ACEFFF2D6111EDBAF96504B0AB2CD20,02422296877A0,Suppressed Spark Plug,5.16,0.061,0.056,KG,0.057,L,24,27,89,MM
5ACEFFF2D6111EDBAF9675FC80DA0D41,0242229708000,Suppressed Spark Plug,22.72,0.052,0.048,KG,0.066,L,24,27,102,MM
5ACEFFF2D6111EDDB199823A107EDDDF,0242229785B66,Suppressed Spark Plug,6.83,0.059,0.046,KG,0.047,L,94,24,21,MM
5ACEFFF2D6111EDC9BF847381C6B8CF4,0081380012742,Shaft Seal,6.78,0.012,0.012,KG,0.007,L,120,150,2,MM
5ACEFFF2D6111EDBAF967B4D4E070CC2,0124225028741,ALTERNATOR WITH REGULATOR,218,5.19,5.19,KG,7.79,L,235,195,170,MM
5ACEFFF2D6111EDBAEC5E86732CA4879,0445214100390,DISTRIBUTOR TUBE,779.53,1.985,1.985,KG,12.155,L,550,170,130,MM
5ACEFFF2D6111EDBAF9673E35A468CCA,0445214107390,Distributor Tube,903.71,2.157,1.854,KG,5.88,L,516,131,87,MM
5ACEFFF2D6111EDBAF9673E7675B0CCB,0445214258390,DISTRIBUTOR TUBE,303.52,1.475,1.475,KG,5.636,L,510,130,85,MM
5ACEFFF2D6111EDBAF9673E8064F8D41,0445214260390,Distributor Tube,279.69,1.743,1.617,KG,5.881,L,516,131,87,MM
5ACEFFF2D6111EEC98B2885ED897CEF6,0445214260E00,Distributor Tube,279.69,1.804,1.617,KG,7.08,L,522,137,99,MM
5ACEFFF2D6111EDBAF9673EAAE0C0D20,0445214347390,Distributor Tube,470.45,1.47,1.47,KG,5.535,L,513,130,83,MM
5ACEFFF2D6111EEC89FCE4485FD5C24C,0445215024390,Distributor Tube,723.29,2.476,2.35,KG,5.881,L,516,131,87,MM
5ACEFFF2D6111EDBAF9673EDDB1E4CFA,0445223007879,Distributor Tube,1071.2,1.14,1.14,KG,6.552,L,187.12,187.12,187.12,MM
5ACEFFF2D6111EDBAF9673F1D01B4CC0,0445224012390,DISTRIBUTOR TUBE,1079.5,2.285,2.285,KG,6.76,L,130,520,100,MM
5ACEFFF2D6111EDBAF9673F50D0ACD41,0445224024390,Distributor Tube,985.58,2.28,2.154,KG,5.881,L,516,131,87,MM
5ACEFFF2D6111EDBAF9673F77ADE4D56,0445224028390,Distributor Tube,1083.66,2,1.874,KG,5.881,L,516,131,87,MM
5ACEFFF2D6111EDBAF9673FBAA9C8D00,0445224048390,DISTRIBUTOR TUBE,1047.33,2.051,2.051,KG,1.352,L,520,130,20,MM
5ACEFFF2D6111EDBAF9673FBE2ECCCBD,0445224049390,Distributor Tube,1068.95,2.86,2.5,KG,7.079,L,522,137,99,MM
5ACEFFF2D6111EDBAF9673FDECFECD3B,0445224051390,DISTRIBUTOR TUBE,1093.86,2.86,2.86,KG,6.084,L,130,520,90,MM
5ACEFFF2D6111EDBAF967401FD208CE1,0445224055390,Distributor Tube,1205.76,2.495,2.182,KG,5.88,L,516,131,87,MM
5ACEFFF2D6111EEC94D5243D4EF11F4B,0445224059879,Distributor Tube,1168.52,2.118,2.11,KG,14.586,L,680,165,130,MM
5ACEFFF2D6111EDBAF92A73E3AE58D0F,0451103219HET,Oil Filter,12.03,0.478,0.442,KG,0.9,L,100,100,90,MM
5ACEFFF2D6111EDBAF92A73EF35D4D62,0451103261HMS,Oil Filter,10.63,0.297,0.275,KG,0.584,L,82,81,88,MM
5ACEFFF2D6111EDBAF92A74101FC4CBD,0451103321HT8,Oil Filter,7.6,0.285,0.285,KG,0.614,L,85,85,85,MM
5ACEFFF2D6111EDBAF92A74177788CD6,045110332235N,OIL FILTER,8.45,0.322,0.322,KG,0.594,L,84.06,84.06,84.06,MM
5ACEFFF2D6111EDBAF93A478AE2A8CF2,0451103323HT8,Oil Filter,9.21,0.435,0.435,KG,0.85,L,100,100,85,MM
5ACEFFF2D6111EDBAF92A745A5558D3C,045110332535N,Oil Filter,14.41,0.545,0.545,KG,1.4,L,100,100,140,MM
5ACEFFF2D6111EDBAF92A7493CE78CFC,045110332835N,Oil Filter,13.37,0.337,0.337,KG,0.8,L,80,80,125,MM
5ACEFFF2D6111EEC97CD8028FCDAC730,04511033327RG,Oil Filter,7.88,0.25,0.25,KG,0.339,L,80,80,53,MM
5ACEFFF2D6111EDBAF96741EF1AA8D58,0457104001770,Air Filter,8.02,0.023,0.012,KG,0.049,L,70,54,13,MM
5ACEFFF2D6111EDBAF96742178ED4CC2,0460414267770,Distributor Pump,2572.18,8.4,7.2,KG,22.642,L,356,200,318,MM
5ACEFFF2D6111EDBAF967428974B8D28,0460424210770,Distributor Pump,3036.95,7.53,7.53,KG,24.928,L,380,205,320,MM
5ACEFFF2D6111EDBAEC5E881617388F0,0460424287770,Distributor Pump,2760.55,8.431,7.2,KG,22.641,L,356,200,318,MM
5ACEFFF2D6111EDBAF967431ABFCCD3B,0460424289770,Distributor Pump,2302.82,8.4,7.2,KG,22.642,L,356,200,318,MM
5ACEFFF2D6111EDBAF967435CDF38CC5,0460424348770,Distributor Pump,4412.47,8.35,8.35,KG,25.08,L,200,380,330,MM
5ACEFFF2D6111EDBAF96670A02ADCD65,0460424490770,Distributor Pump,1401.08,7.68,7.68,KG,30.03,L,220,390,350,MM
5ACEFFF2D6111EDBAF96670840988D02,0460426324770,Distributor Pump,4701.87,7.79,7.79,KG,27.846,L,210,390,340,MM
5ACEFFF2D6111EDBAF966716B129CD65,0460426430770,Distributor Pump,3979.45,8.29,8.29,KG,32.472,L,220,410,360,MM
5ACEFFF2D6111EDBAF966723D7714D65,0460426471770,Distributor Pump,3942.64,8.225,8.225,KG,27.027,L,210,390,330,MM
5ACEFFF2D6111EDBAF9654F8313D8CF0,2607001481000,SCREWDRIVER BIT,12.19,0.027,0.027,KG,0.06,L,50,120,10,MM
5ACEFFF2D6111EDBAF9654FA7EF28CBB,2607001528000,bit PH 2,32.47,0.03,0.03,KG,0.06,L,120,50,10,MM
5ACEFFF2D6111EDBAF96569C4340CCC8,9130451049741,DC module,94.87,1.045,1.045,KG,17.298,L,310,310,180,MM
5ACEFFF2D6111EDBAF9656A744B08D3D,9130451074741,DC MOTOR,97.83,1.071,1.071,KG,10.8,L,200,200,270,MM
5ACEFFF2D6111EDBAF9656C4BFE1CCBD,9130451136741,COOLING FAN,119.59,2.605,2.605,KG,31.104,L,314.49,314.49,314.49,MM
5ACEFFF2D6111EDBAF9656D47D674D4B,9130451223741,DC MOTOR,100.69,1.12,1.12,KG,8.05,L,230,200,175,MM
5ACEFFF2D6111EDBAF9656D493DACCE3,9130451229741,DC MOTOR,124.29,1.59,1.59,KG,9.975,L,190,250,210,MM
5ACEFFF2D6111EEC98B308635AB78ECA,941303856041N,Delivery Valve,8.69,0.023,0.018,KG,0.019,L,20,20,48,MM
5ACEFFF2D6111EDBAF91424A0625CD63,94136100033CA,Delivery Valve,46.17,0.014,0.012,KG,0.09,L,69,69,19,MM
5ACEFFF2D6111EDBAF91424C4CD54D4B,94136100093CA,Delivery Valve,26.85,0.008,0.007,KG,0.007,L,19,19,19,MM
5ACEFFF2D6111EEC94D53FFE9D4D1F11,94136100443CA,Delivery Valve,32.88,0.013,0.012,KG,0.01,L,19,29,19,MM
5ACEFFF2D6111EDBAF91424E88A00D02,94136101013CA,Delivery Valve,78.61,0.023,0.021,KG,0.024,L,29,29,29,MM
5ACEFFF2D6111EDBAF91424EE8D88D37,94136101743CA,Delivery Valve,149.32,0.022,0.021,KG,0.024,L,29,29,29,MM
5ACEFFF2D6111EDBAF9142505DA24D51,94136102213CA,Delivery Valve,80.92,0.03,0.028,KG,0.024,L,29,29,29,MM
5ACEFFF2D6111EDBAF91425068514D0E,94136102273CA,Delivery Valve,32.32,0.007,0.006,KG,0.007,L,19,19,19,MM
5ACEFFF2D6111EDBAF914252B8FD0CBF,94136103083CA,Delivery Valve,74.85,0.028,0.026,KG,0.024,L,29,29,29,MM
5ACEFFF2D6111EDBAF9142557BE20D41,94136103513CA,Delivery Valve,19.56,0.022,0.02,KG,0.024,L,29,29,29,MM
5ACEFFF2D6111EDBAF91425DE99B8D4B,94136104303CA,Delivery Valve,26.24,0.027,0.025,KG,0.024,L,29,29,29,MM
5ACEFFF2D6111EDBAF91425FE7328D24,94136105863CA,Delivery Valve,43.97,0.028,0.026,KG,0.024,L,29,29,29,MM
5ACEFFF2D6111EDBAF91425FA2D18D67,94136105873CA,Pump element,99.25,0.1,0.098,KG,0.066,L,29,79,29,MM
5ACEFFF2D6111EDBAF91426274A00D37,94136141943CA,Pump element,69.68,0.06,0.058,KG,0.058,L,29,69,29,MM
5ACEFFF2D6111EDBAF91426253198D3C,94136143023CA,Pump element,103.15,0.1,0.098,KG,0.066,L,29,79,29,MM
5ACEFFF2D6111EDBAF9142631A900D3A,94136143864UT,Pump element,104.91,0.06,0.058,KG,0.058,L,29,69,29,MM
5ACEFFF2D6111EDD92C6E78C45474D2B,94182700097E9,Delivery Valve,10.31,0.021,0.018,KG,0.032,L,26,26,48,MM
5ACEFFF2D6111EDBAF91426837898D41,94182700248GA,DELIVERY VALVE,19.99,0.035,0.035,KG,0.045,L,30,30,50,MM
5ACEFFF2D6111EDD92C6E78668DF8D2B,94182700407E9,Delivery Valve,10.13,0.018,0.015,KG,0.032,L,26,26,48,MM
5ACEFFF2D6111EDD92C6E78980E50D2B,94182700427E9,Delivery Valve,10.41,0.021,0.018,KG,0.032,L,26,26,48,MM
5ACEFFF2D6111EDBAF96579AF1404D0E,9421030333770,Sliding Sleeve,47.81,0.078,0.067,KG,0.033,L,70,60,8,MM
5ACEFFF2D6111EDBAF96579E4A3BCCE3,9421080220770,Parts Set,11.34,0.025,0.025,KG,0.192,L,80,80,30,MM
5ACEFFF2D6111EDBAF96579EF5DE8CDA,9421080696770,Control Housing,345.6,0.951,0.951,KG,2.835,L,141.53,141.53,141.53,MM
5ACEFFF2D6111EDCB1DF8C7D7A41CA4D,9421081182002,Service kit,30.98,0.028,0.027,KG,0.166,L,109,39,39,MM
5ACEFFF2D6111EDBAF9657A5B0778D3B,9421081183001,Service kit,157.55,0.114,0.114,KG,1.082,L,102.67,102.67,102.67,MM
5ACEFFF2D6111EDBAF9657C081278D0E,9421082241770,Parts Set,51.39,0.084,0.084,KG,0.119,L,49.13,49.13,49.13,MM
5ACEFFF2D6111EDBAF9657C1EF664D32,9421082244770,Governor Cover,143.97,0.65,0.65,KG,3.914,L,157.59,157.59,157.59,MM
5ACEFFF2D6111EDBAF9657C2F787CD1E,9421082400770,Parts Set,5.46,0.02,0.02,KG,0.288,L,120,120,20,MM
5ACEFFF2D6111EDBAF9657C952D84CDA,9421270038770,Control Housing,30.38,0.675,0.675,KG,3.52,L,160,220,100,MM
5ACEFFF2D6111EDBAF91426FC4624D02,94216163623CA,Sealing Plate,2.35,0.014,0.008,KG,0.05,L,105,60,8,MM
5ACEFFF2D6111EEC89FEA988B64C0225,94216170473CA,O-Ring,2.79,0.001,0.001,KG,0.005,L,70,60,13,MM
5ACEFFF2D6111EDBAF9657D5BB904D4B,9430080704741,Nozzle-Holder Assembly,47.11,0.218,0.183,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF9657D572E34CF1,9430080706741,NOZZLE-HOLDER ASSEMBLY,55.32,0.445,0.445,KG,1.211,L,106.59,106.59,106.59,MM
5ACEFFF2D6111EDBAF9657D7FA710D32,9430081707741,NOZZLE-HOLDER ASSEMBLY,42.63,0.249,0.249,KG,1.211,L,106.59,106.59,106.59,MM
5ACEFFF2D6111EDBAF9657D927E80D47,9430081709741,NOZZLE-HOLDER ASSEMBLY,40.29,0.25,0.25,KG,1.101,L,78.3,178,79,MM
5ACEFFF2D6111EDBAF9657DA1999CCCB,9430082288741,NOZZLE AND HOLDER ASSY,83.07,0.294,0.294,KG,1.008,L,80,180,70,MM
5ACEFFF2D6111EDBAF9657DCD2A44CF2,9430082289741,NOZZLE AND HOLDER ASSY,83.02,0.496,0.496,KG,1.036,L,101.19,101.19,101.19,MM
5ACEFFF2D6111EDBAF9657DE0DDC8CC4,9430082300741,NOZZLE AND HOLDER ASSY,74.43,0.532,0.532,KG,1.211,L,106.59,106.59,106.59,MM
5ACEFFF2D6111EDBAF9657E42547CD47,9430082320741,NOZZLE AND HOLDER ASSY,74.59,0.45,0.45,KG,1.211,L,106.59,106.59,106.59,MM
5ACEFFF2D6111EDBAF9657E5EC92CCBF,9430082321741,NOZZLE AND HOLDER ASSY,79.25,0.368,0.368,KG,1.036,L,101.19,101.19,101.19,MM
5ACEFFF2D6111EDBAF9657E54FD20D1C,9430082322741,NOZZLE AND HOLDER ASSY,74.76,0.382,0.382,KG,1.036,L,101.19,101.19,101.19,MM
5ACEFFF2D6111EDBAF9657E68B784CCA,9430082323741,NOZZLE AND HOLDER ASSY,75.39,0.413,0.413,KG,1.211,L,106.59,106.59,106.59,MM
5ACEFFF2D6111EEC94D54020B9579F65,9430082711741,NOZZLE AND HOLDER ASSY,75.58,0.31,0.31,KG,1.036,L,101.19,101.19,101.19,MM
5ACEFFF2D6111EDBAF9657E992C0CCDA,9430082715741,NOZZLE AND HOLDER ASSY,14.86,0.28,0.28,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF92996F474A0CC6,146036246880C,Control Valve,55.1,0.03,0.024,KG,0.132,L,99,149,9,MM
5ACEFFF2D6111EDBAF92996FE6F64D80,146036247680C,Control Valve,45.62,0.025,0.025,KG,0.027,L,45,30,20,MM
5ACEFFF2D6111EDBAF9299723A360D38,146036247780C,Control Valve,30.56,0.023,0.023,KG,0.294,L,66.47,66.47,66.47,MM
5ACEFFF2D6111EDBAF966D2B35D70CC6,1460362498770,Control Valve,122.47,0.04,0.034,KG,0.1,L,89,39,29,MM
5ACEFFF2D6111EDBAF966D2C32674D81,1460363300770,Headed Bush,13.62,0.023,0.02,KG,0.159,L,59,69,39,MM
5ACEFFF2D6111EDBAF986F3300380CDA,1460422305770,Sliding Sleeve,26.38,0.012,0.012,KG,0.119,L,49.12,49.12,49.12,MM
5ACEFFF2D6111EDBAF966D33478C4D4B,1460422324770,Sliding Sleeve,55.83,0.01,0.01,KG,0.012,L,35,35,10,MM
5ACEFFF2D6111EDBAF966D3305528D41,1460422468770,Sliding Sleeve,28.52,0.016,0.01,KG,0.116,L,109,119,9,MM
5ACEFFF2D6111EDBAF966D36AA250D0F,1460422473770,Sliding Sleeve,40.4,0.011,0.011,KG,0.112,L,48.24,48.24,48.24,MM
5ACEFFF2D6111EEC89FD615193E0019C,1460422671770,Sliding Sleeve,84.26,0.016,0.01,KG,0.116,L,109,119,9,MM
5ACEFFF2D6111EDBAF966D387D690D4D,1460422673770,Sliding Sleeve,24.12,0.01,0.01,KG,0.121,L,49.45,49.45,49.45,MM
5ACEFFF2D6111EDBAF966D3EA86F0CD0,1460500305770,Cupped Washer,1.22,0.021,0.015,KG,0.132,L,99,149,9,MM
5ACEFFF2D6111EDBAF966D3E1DEECD56,1460500337770,Protective Cap,0.67,0.003,0.003,KG,0.168,L,55.17,55.17,55.17,MM
5ACEFFF2D6111EDBAF966D41DCE84CCB,1460503304770,Membrane,9.78,0.011,0.008,KG,0.056,L,79,79,9,MM
5ACEFFF2D6111EDBAF92997147F70D78,146052130380D,Piston,65.3,0.05,0.044,KG,0.237,L,99,49,49,MM
5ACEFFF2D6111EDBAF966D46CA950D49,1460522304770,Spring disk,3.52,0.036,0.03,KG,0.097,L,99,109,9,MM
5ACEFFF2D6111EDBAF966D48226CCD24,1460522328770,Spring disk,0.69,0.008,0.005,KG,0.133,L,99,149,9,MM
5ACEFFF2D6111EDBAF966D4AD0194D56,1460591313770,Sealing Cap,1.34,0.003,0.003,KG,0.081,L,90,90,10,MM
5ACEFFF2D6111EEC94D5282FDF741ED7,1460591315770,Protective Cap,0.17,0.01,0.01,KG,0.134,L,51.22,51.22,51.22,MM
5ACEFFF2D6111EDBAF966D4DBE130CBE,1460793320770,Connecting Pipe,153.15,0.03,0.03,KG,0.42,L,140,100,30,MM
5ACEFFF2D6111EDBAF9299716A610CCE,1460C10002000,Slotted Spring Pin,2.67,0.003,0.001,KG,0.05,L,70,90,8,MM
5ACEFFF2D6111EDBAF92997154824D20,1460C85000390,Shaft Seal,13.44,0.013,0.01,KG,0.051,L,105,54,9,MM
5ACEFFF2D6111EDBAF929980A64A8D55,1460C85001390,Shaft Seal,23.93,0.011,0.008,KG,0.09,L,105,54,16,MM
5ACEFFF2D6111EDBAF92998213430D64,1460C97005000,Covering hood,3.4,0.019,0.016,KG,0.281,L,69,69,59,MM
5ACEFFF2D6111EDBAF966D4F0965CD65,1461015302770,Sealing Frame,4.66,0.012,0.006,KG,0.132,L,99,149,9,MM
5ACEFFF2D6111EDBAF966D58911FCD49,1461038319770,Sealing Plate,4.21,0.009,0.003,KG,0.132,L,99,149,9,MM
5ACEFFF2D6111EDBAF966D5C0395CCC6,1461074302770,Cover Plate,3.89,0.004,0.004,KG,0.22,L,110,100,20,MM
5ACEFFF2D6111EDBAF966D5E126D0CC5,1461074328002,Sealing Plate,4.01,0.005,0.003,KG,0.029,L,50,27,22,MM
5ACEFFF2D6111EDBAF966D609F7E0D0F,1461074338770,Sealing Plate,4.68,0.021,0.01,KG,0.15,L,89,89,19,MM
5ACEFFF2D6111EDBAF986F512B364CDA,1461074339770,Sealing Plate,6.62,0.01,0.004,KG,0.088,L,99,99,9,MM
5ACEFFF2D6111EEC94D5283D7709DEC6,1461290301770,Tab Washer,0.84,0.002,0.002,KG,0.208,L,59.24,59.24,59.24,MM
5ACEFFF2D6111EDBAF966D67D2788D47,1461310300770,Retaining Bracket,0.55,0.008,0.002,KG,0.132,L,99,149,9,MM
5ACEFFF2D6111EDBAF966D69E1178D4D,1461902134770,Adjusting lever,12.15,0.08,0.08,KG,0.321,L,68.47,68.47,68.47,MM
5ACEFFF2D6111EDBAF966D7887DD0D24,1461905441770,Fulcrum Lever,194.03,0.14,0.14,KG,0.221,L,90,35,70,MM
5ACEFFF2D6111EEC94D51D27085DDEE7,0124555028B15,Alternator,852.25,7.44,7.44,KG,12.558,L,210,260,230,MM
5ACEFFF2D6111EDBAF964C4F9A344D02,0124555095B15,Alternator,694.55,7.495,7.495,KG,13.662,L,230,270,220,MM
5ACEFFF2D6111EDBAF964C63DE97CCC4,0124655173B15,Alternator,1108.95,8.434,7.9,KG,10.455,L,255,205,200,MM
5ACEFFF2D6111EDDB1998239B5631DF1,013000090B4F4,Cooling Fan,255.86,3.748,3.098,KG,67.406,L,488,178,776,MM
5ACEFFF2D6111EDBAF964C7495E64CC1,01300630297AT,DC motor,84.24,0.873,0.73,KG,3.6,L,253,133,107,MM
5ACEFFF2D6111EDBAF964C806B108D37,01300635147AT,DC motor,84.23,0.916,0.773,KG,3.6,L,253,133,107,MM
5ACEFFF2D6111EDBAF964C8201058D02,0130063514K0M,DC motor,79.72,0.908,0.908,KG,8.076,L,200.63,200.63,200.63,MM
