bin_num,bin_typ,bin_sec,bin_asl
PR.25.054.2.03,SA01,B,25
PR.25.054.2.04,SA01,B,25
PR.25.054.2.05,SA01,B,25
PR.25.055.2.01,SA01,B,25
PR.25.055.2.02,SA01,B,25
PR.25.057.2.04,SA01,B,25
PR.25.057.2.05,SA01,B,25
PR.25.058.2.01,SA01,B,25
PR.29.078.1.04,SA01,D,29
PR.05.086.1.04,SA01,C,05
PR.05.092.2.03,SA01,C,05
PR.05.095.1.04,SA01,C,05
PP.10.083.07,PA01,A,10
PR.12.017.1.01,SA01,C,12
PP.04.022.09,PA02,D,04
PR.31.034.1.13,PM04,0001,31
PR.31.034.1.14,PM04,0001,31
PP.10.085.03,PA01,A,10
PP.31.109.2.03,PM04,0001,31
PP.10.085.04,PA01,A,10
PP.10.097.03,PA01,A,10
PP.10.097.04,PA01,A,10
PR.06.092.1.05,SA01,C,06
PR.06.092.1.06,SA01,C,06
PP.27.107.07,PA01,B,27
PP.28.076.05,PA01,D,28
PP.02.090.02,PA03,A,02
PP.02.116.03,PA03,A,02
PP.02.116.04,PA03,A,02
PR.06.121.1.03,SA01,C,06
PR.06.121.1.04,SA01,C,06
PR.31.093.1.02,PM04,0001,31
PR.31.093.1.03,PM04,0001,31
PR.11.020.2.02,SA01,C,11
PR.11.029.1.03,SA01,C,11
PK.11.032.01,PO02,A,11
PR.11.014.1.05,SA01,C,11
PR.09.059.2.01,SA01,A,09
PR.09.059.2.02,SA01,A,09
PR.09.059.2.03,SA01,A,09
PR.09.059.2.04,SA01,A,09
PR.09.060.2.01,SA01,A,09
PP.17.068.04,PA01,A,17
PP.11.050.04,PA01,A,11
PP.17.068.05,PA01,A,17
PP.01.010.05,PA02,D,01
PP.01.014.05,PA02,D,01
PR.28.043.2.02,SA01,D,28
PR.13.075.2.03,SA01,A,13
PR.13.075.2.02,SA01,A,13
PR.28.043.2.03,SA01,D,28
PR.28.043.2.04,SA01,D,28
PR.28.077.1.07,SA01,D,28
PR.28.077.1.08,SA01,D,28
PR.28.077.1.09,SA01,D,28
PR.28.077.1.10,SA01,D,28
PR.28.077.1.11,SA01,D,28
PR.28.077.1.12,SA01,D,28
PR.28.077.1.13,SA01,D,28
PR.28.077.1.14,SA01,D,28
PR.05.078.2.03,SA01,C,05
PK.14.068.02,PO02,C,14
PP.10.059.04,PA01,A,10
PK.17.015.02,PO02,C,17
PP.30.088.04,PA01,D,30
PP.30.088.06,PA01,D,30
PK.05.025.02,PO02,C,05
PP.20.009.06,PA01,A,20
PR.05.066.2.04,SA01,C,05
PP.03.121.03,PA01,C,03
PP.08.031.03,PA01,A,08
PK.26.073.02,PO02,B,26
PK.09.078.02,PO02,C,09
PP.11.052.03,PA01,A,11
PP.11.052.05,PA01,A,11
PR.11.009.1.03,SA01,C,11
PR.11.010.1.03,SA01,C,11
PR.11.010.1.04,SA01,C,11
PP.01.077.03,PA02,D,01
PR.11.013.1.01,SA01,C,11
PR.11.013.1.02,SA01,C,11
PR.11.013.1.03,SA01,C,11
PR.21.017.2.01,SA01,B,21
PP.18.025.05,PA01,A,18
PP.08.118.07,PA01,A,08
PR.29.086.1.15,SA01,D,29
PK.10.063.02,PO02,C,10
PR.07.012.1.06,SA01,C,07
PP.14.006.07,PA01,A,14
PR.07.012.1.07,SA01,C,07
PR.07.059.1.01,SA01,C,07
PR.07.085.1.07,SA01,C,07
PR.07.108.1.03,SA01,C,07
PR.07.120.1.13,SA01,C,07
PR.07.127.2.04,SA01,C,07
PP.30.009.09,PA01,D,30
PR.06.022.2.03,SA01,C,06
PP.24.121.03,PA01,B,24
PP.31.014.03,PM04,0001,31
PR.15.075.2.01,SA01,A,15
PR.19.060.2.04,SA01,A,19
PR.28.030.1.11,SA01,D,28
PP.29.076.07,PA01,D,29
PR.29.116.1.03,SA01,D,29
PR.05.098.1.02,SA01,C,05
PR.05.119.2.01,SA01,C,05
PR.06.063.1.01,SA01,C,06
PP.01.021.06,PA02,D,01
PR.29.117.1.04,SA01,D,29
PK.09.103.02,PO02,C,09
PK.08.059.01,PO02,A,08
PK.11.059.02,PO02,C,11
PR.31.091.1.11,PM04,0001,31
PR.31.091.1.12,PM04,0001,31
PP.12.010.03,PA01,A,12
PR.06.075.2.03,SA01,C,06
PR.29.126.1.01,SA01,D,29
PR.06.036.2.04,SA01,C,06
PP.31.014.2.12,PM04,0001,31
PR.07.063.2.02,SA01,C,07
PR.07.063.2.03,SA01,C,07
PR.28.035.1.01,SA01,D,28
PR.28.035.1.06,SA01,D,28
PP.31.097.2.03,PM04,0001,31
PR.07.063.2.04,SA01,C,07
PR.28.043.1.15,SA01,D,28
PR.07.064.1.01,SA01,C,07
PR.28.035.1.04,SA01,D,28
PP.04.105.07,PA01,C,04
PP.10.125.05,PA01,A,10
PP.22.117.07,PA01,A,22
PR.28.110.1.12,SA01,D,28
PR.28.110.1.13,SA01,D,28
PP.27.018.04,PA01,B,27
PR.28.110.1.14,SA01,D,28
PR.28.110.1.15,SA01,D,28
PR.07.118.1.12,SA01,C,07
PR.07.118.1.13,SA01,C,07
PP.27.032.06,PA01,B,27
PP.27.034.05,PA01,B,27
PK.17.058.02,PO02,C,17
PR.11.027.1.02,SA01,C,11
PP.10.105.07,PA01,A,10
PK.17.010.02,PO02,C,17
PP.13.056.05,PA01,A,13
PK.14.050.02,PO02,C,14
PR.07.046.1.10,SA01,C,07
PR.07.046.1.11,SA01,C,07
PR.07.046.1.12,SA01,C,07
PP.31.074.07,PM04,0001,31
PR.07.046.1.13,SA01,C,07
PP.31.022.03,PM04,0001,31
PP.31.022.05,PM04,0001,31
PP.31.024.03,PM04,0001,31
PR.11.028.1.05,SA01,C,11
PP.27.026.06,PA01,B,27
PP.27.034.04,PA01,B,27
PP.19.043.07,PA01,A,19
PP.19.045.03,PA01,A,19
PR.07.078.1.08,SA01,C,07
PP.19.045.04,PA01,A,19
PR.07.078.1.07,SA01,C,07
PR.07.078.1.09,SA01,C,07
PP.19.023.03,PA01,A,19
PR.07.074.2.02,SA01,C,07
PR.07.074.2.04,SA01,C,07
PR.07.075.1.01,SA01,C,07
PR.07.072.2.04,SA01,C,07
PR.28.105.2.04,SA01,D,28
PP.04.051.03,PA01,C,04
PR.31.035.1.12,PM04,0001,31
PR.31.035.1.13,PM04,0001,31
PR.31.035.1.14,PM04,0001,31
PP.04.058.03,PA01,C,04
PR.31.035.1.15,PM04,0001,31
PP.04.060.08,PA01,C,04
PP.05.005.03,PA01,C,05
PP.32.083.2.11,PM08,0001,32
PP.04.111.07,PA01,C,04
PR.28.102.1.04,SA01,D,28
PR.28.102.1.07,SA01,D,28
PR.28.102.1.05,SA01,D,28
PR.28.102.1.06,SA01,D,28
PP.08.096.05,PA01,A,08
PP.15.019.05,PA01,A,15
PK.04.033.01,PO02,C,04
PK.08.072.02,PO02,C,08
PP.30.119.08,PA01,D,30
PP.22.013.04,PA01,A,22
PP.22.121.07,PA01,A,22
PP.22.123.03,PA01,A,22
PP.22.123.04,PA01,A,22
PP.07.129.06,PA01,C,07
PP.22.097.03,PA01,A,22
PR.12.018.1.01,SA01,C,12
PR.12.019.2.04,SA01,C,12
PR.12.019.2.05,SA01,C,12
PR.28.105.1.03,SA01,D,28
PR.28.105.1.04,SA01,D,28
PR.28.105.1.05,SA01,D,28
PP.28.074.07,PA01,D,28
PK.27.048.02,PO02,B,27
PR.29.026.1.10,SA01,D,29
PR.29.026.1.11,SA01,D,29
PR.29.026.1.12,SA01,D,29
PR.29.026.1.13,SA01,D,29
PK.27.055.01,PO02,B,27
PR.18.045.2.03,SA01,A,18
PR.18.046.2.03,SA01,A,18
PR.12.017.1.03,SA01,C,12
PP.28.089.08,PA01,D,28
PR.18.061.2.02,SA01,A,18
PR.06.119.1.06,SA01,C,06
PR.18.067.2.02,SA01,A,18
PR.18.069.2.04,SA01,A,18
PP.22.049.06,PA01,A,22
PP.02.092.06,PA03,A,02
PP.23.021.04,PA01,B,23
PK.26.010.02,PO02,B,26
PP.29.091.04,PA01,D,29
PK.23.009.01,PO02,A,23
PK.14.034.02,PO02,C,14
PP.09.051.03,PA01,A,09
PP.16.048.03,PA01,A,16
PP.16.048.04,PA01,A,16
PP.21.102.07,PA01,A,21
PR.07.036.2.01,SA01,C,07
PR.09.017.2.03,SA01,C,09
PR.09.018.1.01,SA01,C,09
PR.18.074.2.03,SA01,A,18
PR.21.074.2.01,SA01,A,21
PR.21.074.2.02,SA01,A,21
PR.21.074.2.04,SA01,A,21
PR.21.075.2.02,SA01,A,21
PR.21.075.2.04,SA01,A,21
PR.21.075.2.03,SA01,A,21
PR.22.023.2.03,SA01,B,22
PP.27.077.07,PA01,B,27
PR.28.029.1.07,SA01,D,28
PR.28.029.1.09,SA01,D,28
PR.07.008.1.11,SA01,C,07
PR.28.029.1.10,SA01,D,28
PR.28.029.1.11,SA01,D,28
PR.28.029.1.12,SA01,D,28
PR.11.024.2.05,SA01,C,11
PP.30.112.08,PA01,D,30
PP.30.127.06,PA01,D,30
PP.30.127.07,PA01,D,30
PP.30.127.09,PA01,D,30
PP.30.129.03,PA01,D,30
PP.26.074.03,PA01,B,26
PP.31.030.2.08,PM04,0001,31
PK.05.059.02,PO02,C,05
PK.07.121.02,PO02,C,07
PK.09.086.02,PO02,C,09
PK.23.118.02,PO02,B,23
PP.23.052.07,PA01,A,23
PP.28.118.07,PA01,D,28
PR.20.054.2.02,SA01,A,20
PR.20.054.2.03,SA01,A,20
PR.20.054.2.04,SA01,A,20
PR.20.055.2.01,SA01,A,20
PR.20.055.2.02,SA01,A,20
PR.20.055.2.04,SA01,A,20
PR.24.063.2.01,SA01,B,24
PR.24.064.2.05,SA01,B,24
PR.24.071.2.01,SA01,B,24
PR.22.008.2.02,SA01,B,22
PR.12.018.2.05,SA01,C,12
PR.22.011.2.02,SA01,B,22
PP.12.028.07,PA01,A,12
PR.11.016.2.04,SA01,C,11
PP.20.044.05,PA01,A,20
PP.20.044.06,PA01,A,20
PP.28.091.03,PA01,D,28
PP.28.091.04,PA01,D,28
PR.06.034.1.01,SA01,C,06
PR.06.035.1.05,SA01,C,06
PR.06.035.2.02,SA01,C,06
PR.06.035.2.03,SA01,C,06
PP.03.051.09,PA02,D,03
PR.21.061.2.01,SA01,A,21
PK.15.045.02,PO02,C,15
PK.22.108.02,PO02,B,22
PK.08.025.02,PO02,C,08
PP.17.075.03,PA01,A,17
PP.16.005.07,PA01,A,16
PR.15.051.2.02,SA01,A,15
PP.17.075.04,PA01,A,17
PR.17.057.2.02,SA01,A,17
PR.17.071.2.02,SA01,A,17
PK.05.111.02,PO02,C,05
PK.09.127.01,PO02,A,09
PK.10.063.01,PO02,A,10
PR.05.071.1.03,SA01,C,05
PK.11.055.01,PO02,A,11
PR.30.014.1.09,SA01,D,30
PR.30.014.1.10,SA01,D,30
PR.30.014.1.11,SA01,D,30
PR.30.014.1.12,SA01,D,30
PR.30.014.1.13,SA01,D,30
PR.30.014.1.14,SA01,D,30
PR.30.014.1.15,SA01,D,30
PR.30.016.1.01,SA01,D,30
PR.30.016.1.02,SA01,D,30
PR.30.016.1.07,SA01,D,30
PR.30.016.1.03,SA01,D,30
PR.30.016.1.04,SA01,D,30
PR.30.016.1.05,SA01,D,30
PR.30.016.1.06,SA01,D,30
PR.30.030.1.02,SA01,D,30
PR.30.030.1.03,SA01,D,30
PR.30.030.1.04,SA01,D,30
PR.30.030.1.05,SA01,D,30
PR.30.030.1.06,SA01,D,30
PR.30.030.1.07,SA01,D,30
PR.30.030.1.08,SA01,D,30
PP.15.068.03,PA01,A,15
PP.16.062.03,PA01,A,16
PK.24.020.02,PO02,B,24
PP.10.093.05,PA01,A,10
PK.13.023.01,PO02,A,13
PK.13.057.01,PO02,A,13
PK.16.072.01,PO02,A,16
PK.22.130.02,PO02,B,22
PP.19.026.06,PA01,A,19
PP.17.070.05,PA01,A,17
PP.18.006.03,PA01,A,18
PP.18.008.03,PA01,A,18
PP.18.008.05,PA01,A,18
PR.07.072.1.14,SA01,C,07
PR.07.072.1.15,SA01,C,07
PP.03.036.03,PA01,C,03
PP.03.036.04,PA01,C,03
PP.03.036.05,PA01,C,03
PP.03.036.06,PA01,C,03
PP.03.036.07,PA01,C,03
PP.03.036.08,PA01,C,03
PR.29.129.1.04,SA01,D,29
PR.30.128.2.01,SA01,D,30
PR.30.029.1.09,SA01,D,30
PP.28.072.05,PA01,D,28
PR.30.031.1.01,SA01,D,30
PR.30.031.1.02,SA01,D,30
PR.30.031.1.03,SA01,D,30
PR.30.128.2.02,SA01,D,30
PR.07.022.1.12,SA01,C,07
PR.07.022.1.13,SA01,C,07
PR.07.024.1.02,SA01,C,07
PR.30.128.2.03,SA01,D,30
PR.07.022.1.14,SA01,C,07
PR.07.022.1.15,SA01,C,07
PR.30.031.1.05,SA01,D,30
PR.30.031.1.07,SA01,D,30
PP.28.005.03,PA01,D,28
PR.05.073.1.03,SA01,C,05
PR.05.073.1.06,SA01,C,05
PR.05.075.1.02,SA01,C,05
PP.12.066.03,PA01,A,12
PP.12.066.04,PA01,A,12
PR.13.049.2.03,SA01,A,13
PR.07.059.1.13,SA01,C,07
PR.13.049.2.04,SA01,A,13
PP.30.026.04,PA01,D,30
PP.30.026.07,PA01,D,30
PP.30.076.03,PA01,D,30
PP.30.076.04,PA01,D,30
PP.30.078.08,PA01,D,30
PR.28.091.1.03,SA01,D,28
PR.28.091.1.04,SA01,D,28
PR.17.062.2.02,SA01,A,17
PP.15.006.05,PA01,A,15
PP.15.008.04,PA01,A,15
PP.15.010.06,PA01,A,15
PP.15.012.07,PA01,A,15
PP.15.014.06,PA01,A,15
PP.15.016.07,PA01,A,15
PP.16.007.05,PA01,A,16
PP.16.009.06,PA01,A,16
PP.16.009.07,PA01,A,16
PR.30.016.1.08,SA01,D,30
PR.30.016.1.09,SA01,D,30
PR.30.016.1.10,SA01,D,30
PK.27.023.02,PO02,B,27
PR.30.016.1.11,SA01,D,30
PR.30.016.1.12,SA01,D,30
PR.30.016.1.13,SA01,D,30
PR.30.016.1.14,SA01,D,30
PR.30.016.1.15,SA01,D,30
PR.30.018.1.01,SA01,D,30
PR.30.018.1.02,SA01,D,30
PR.30.018.1.03,SA01,D,30
PP.04.032.05,PA01,C,04
PP.04.127.08,PA01,C,04
PP.11.077.07,PA01,A,11
PP.27.115.03,PA01,B,27
PK.15.052.01,PO02,A,15
PP.27.051.04,PA01,B,27
PP.27.090.05,PA01,B,27
PK.16.031.01,PO02,A,16
PK.26.063.02,PO02,B,26
PP.03.063.08,PA01,C,03
PP.24.092.07,PA01,B,24
PP.24.120.06,PA01,B,24
PR.05.050.1.05,SA01,C,05
PP.24.120.07,PA01,B,24
PR.26.109.2.01,SA01,B,26
PK.26.026.02,PO02,B,26
PR.11.011.2.03,SA01,C,11
PR.07.024.1.03,SA01,C,07
PR.30.128.2.04,SA01,D,30
PR.30.129.2.04,SA01,D,30
PR.07.024.1.15,SA01,C,07
PR.07.099.1.07,SA01,C,07
PR.07.099.1.08,SA01,C,07
PR.07.099.1.09,SA01,C,07
PP.18.068.06,PA01,A,18
PR.28.105.1.06,SA01,D,28
PR.28.105.1.07,SA01,D,28
PR.28.105.1.08,SA01,D,28
PR.28.105.1.09,SA01,D,28
PP.27.075.05,PA01,B,27
PK.12.012.02,PO02,C,12
PK.12.020.02,PO02,C,12
PK.16.051.01,PO02,A,16
PP.06.023.03,PA01,C,06
PP.07.078.06,PA01,C,07
PK.21.011.02,PO02,B,21
PP.04.109.05,PA01,C,04
PP.18.072.03,PA01,A,18
PP.18.074.07,PA01,A,18
PP.27.045.05,PA01,B,27
PP.30.105.07,PA01,D,30
PR.07.054.1.05,SA01,C,07
PR.07.054.1.06,SA01,C,07
PR.07.054.1.07,SA01,C,07
PP.16.050.06,PA01,A,16
PP.16.066.06,PA01,A,16
PP.28.121.05,PA01,D,28
PR.09.018.1.04,SA01,C,09
PR.09.018.1.05,SA01,C,09
PP.19.026.05,PA01,A,19
PP.29.115.05,PA01,D,29
PP.29.115.07,PA01,D,29
PP.29.119.03,PA01,D,29
PP.29.129.03,PA01,D,29
PP.28.005.06,PA01,D,28
PR.06.043.1.07,SA01,C,06
PR.19.034.2.04,SA01,B,19
PR.19.035.2.01,SA01,B,19
PK.05.101.02,PO02,C,05
PR.06.099.1.05,SA01,C,06
PK.07.124.02,PO02,C,07
PR.07.013.2.04,SA01,C,07
PK.08.048.01,PO02,A,08
PK.17.052.02,PO02,C,17
PR.30.019.1.01,SA01,D,30
PR.24.060.2.03,SA01,B,24
PR.25.083.2.03,SA01,B,25
PR.25.083.2.04,SA01,B,25
PR.22.095.2.03,SA01,A,22
PR.22.120.2.03,SA01,A,22
PK.04.062.02,PO02,C,04
PR.29.097.1.09,SA01,D,29
PR.29.097.1.10,SA01,D,29
PR.29.098.1.09,SA01,D,29
PR.29.098.1.10,SA01,D,29
PR.29.098.1.11,SA01,D,29
PR.29.098.1.12,SA01,D,29
PP.21.023.04,PA01,A,21
PP.21.023.05,PA01,A,21
PR.07.113.1.05,SA01,C,07
PR.07.113.1.06,SA01,C,07
PP.02.128.05,PA03,A,02
PR.07.113.1.07,SA01,C,07
PP.02.120.05,PA03,A,02
PP.02.128.04,PA03,A,02
PR.07.113.1.08,SA01,C,07
PR.21.072.2.03,SA01,A,21
PR.24.103.2.03,SA01,B,24
PR.24.103.2.04,SA01,B,24
PR.24.103.2.05,SA01,B,24
PK.18.047.02,PO02,C,18
PR.24.107.2.01,SA01,B,24
PR.24.108.2.04,SA01,B,24
PR.24.108.2.05,SA01,B,24
PR.28.067.2.02,SA01,D,28
PP.30.049.08,PA01,D,30
PP.30.050.03,PA01,D,30
PP.30.050.04,PA01,D,30
PP.30.050.05,PA01,D,30
PP.30.051.04,PA01,D,30
PP.30.050.06,PA01,D,30
PP.30.050.07,PA01,D,30
PP.30.050.08,PA01,D,30
PP.30.051.03,PA01,D,30
PP.30.051.05,PA01,D,30
PP.30.051.06,PA01,D,30
PP.30.051.07,PA01,D,30
PP.30.051.08,PA01,D,30
PR.06.009.1.01,SA01,C,06
PR.31.064.1.04,PM04,0001,31
PR.31.064.1.05,PM04,0001,31
PR.31.064.1.06,PM04,0001,31
PR.31.064.1.07,PM04,0001,31
PR.31.065.1.01,PM04,0001,31
PR.31.065.1.02,PM04,0001,31
PR.31.119.1.01,PM04,0001,31
PK.06.096.02,PO02,C,06
PK.07.100.02,PO02,C,07
PP.02.097.04,PA03,A,02
PP.02.097.05,PA03,A,02
PP.10.115.03,PA01,A,10
PP.09.055.05,PA01,A,09
PP.07.030.03,PA01,C,07
PP.07.030.04,PA01,C,07
PP.07.052.05,PA01,C,07
PP.07.052.06,PA01,C,07
PR.07.006.1.10,SA01,C,07
PP.08.073.03,PA01,A,08
PR.07.006.1.11,SA01,C,07
PR.07.006.1.12,SA01,C,07
PK.14.036.02,PO02,C,14
PR.21.021.2.01,SA01,B,21
PR.09.032.2.04,SA01,C,09
PP.07.065.07,PA04,C,07
PP.03.047.05,PA01,C,03
PP.03.047.06,PA01,C,03
PP.03.047.07,PA01,C,03
PP.03.046.07,PA01,C,03
PP.03.048.04,PA01,C,03
PP.03.048.05,PA01,C,03
PP.03.046.08,PA01,C,03
PP.03.047.03,PA01,C,03
PP.03.047.04,PA01,C,03
PP.03.048.07,PA01,C,03
PP.03.048.08,PA01,C,03
PP.03.049.03,PA01,C,03
PP.03.049.04,PA01,C,03
PP.30.024.06,PA01,D,30
PP.30.024.07,PA01,D,30
PP.07.085.03,PA01,C,07
PR.23.048.2.01,SA01,A,23
PR.23.049.2.02,SA01,A,23
PR.23.048.2.02,SA01,A,23
PR.23.048.2.03,SA01,A,23
PR.23.048.2.04,SA01,A,23
PR.23.049.2.01,SA01,A,23
PR.23.049.2.03,SA01,A,23
PP.06.083.04,PA01,C,06
PP.05.025.04,PA01,C,05
PP.05.027.03,PA01,C,05
PP.05.027.04,PA01,C,05
PP.27.090.04,PA01,B,27
PP.27.098.06,PA01,B,27
PR.05.062.2.04,SA01,C,05
PP.08.130.04,PA01,A,08
PP.08.130.05,PA01,A,08
PP.08.130.07,PA01,A,08
PP.27.127.08,PA01,B,27
PP.31.074.03,PM04,0001,31
PP.31.074.05,PM04,0001,31
PP.31.092.2.06,PM04,0001,31
PK.11.013.01,PO02,A,11
PP.31.092.2.07,PM04,0001,31
PR.07.024.2.02,SA01,C,07
PK.22.016.02,PO02,B,22
PR.07.091.1.07,SA01,C,07
PK.22.018.02,PO02,B,22
PK.22.119.02,PO02,B,22
PR.22.115.2.01,SA01,A,22
PK.06.055.02,PO02,C,06
PR.05.118.2.01,SA01,C,05
PR.11.044.2.02,SA01,A,11
PR.11.044.2.03,SA01,A,11
PR.11.044.2.04,SA01,A,11
PR.11.045.2.01,SA01,A,11
PR.11.045.2.02,SA01,A,11
PR.11.045.2.03,SA01,A,11
PP.11.034.06,PA01,A,11
PP.30.052.03,PA01,D,30
PP.30.052.04,PA01,D,30
PP.30.052.05,PA01,D,30
PP.30.052.06,PA01,D,30
PP.30.052.07,PA01,D,30
PP.30.052.08,PA01,D,30
PP.30.053.03,PA01,D,30
PP.30.053.04,PA01,D,30
PP.30.053.05,PA01,D,30
PP.30.053.06,PA01,D,30
PP.30.053.07,PA01,D,30
PP.30.053.08,PA01,D,30
PP.30.054.03,PA01,D,30
PR.06.031.2.02,SA01,C,06
PR.06.031.2.04,SA01,C,06
PP.29.051.05,PA01,D,29
PR.26.097.2.02,SA01,B,26
PR.26.097.2.03,SA01,B,26
PR.28.112.1.13,SA01,D,28
PR.28.112.1.14,SA01,D,28
PP.12.047.07,PA01,A,12
PP.13.031.04,PA01,A,13
PK.03.065.01,PO02,C,03
PK.03.089.01,PO02,C,03
PP.05.083.05,PA01,C,05
PR.31.098.1.03,PM04,0001,31
PP.05.077.06,PA01,C,05
PK.17.046.02,PO02,C,17
PP.27.119.03,PA01,B,27
PK.24.084.02,PO02,B,24
PP.23.055.06,PA01,A,23
PR.10.021.2.01,SA01,C,10
PR.16.057.2.03,SA01,A,16
PR.26.098.2.04,SA01,B,26
PR.07.019.1.06,SA01,C,07
PR.10.013.1.02,SA01,C,10
PR.10.013.1.03,SA01,C,10
PR.10.014.1.04,SA01,C,10
PR.10.014.2.05,SA01,C,10
PR.26.095.2.04,SA01,B,26
PP.13.024.04,PA01,A,13
PP.18.008.04,PA01,A,18
PK.04.066.02,PO02,C,04
PK.25.024.01,PO02,B,25
PK.17.064.01,PO02,A,17
PK.24.047.01,PO02,A,24
PK.26.059.01,PO02,B,26
PR.07.028.1.12,SA01,C,07
PR.07.028.1.13,SA01,C,07
PP.04.108.08,PA01,C,04
PP.02.053.03,PA03,A,02
PP.02.053.04,PA03,A,02
PP.02.054.02,PA03,A,02
PP.02.054.03,PA03,A,02
PP.02.053.05,PA03,A,02
PP.02.053.06,PA03,A,02
PP.02.053.07,PA03,A,02
PP.05.083.03,PA01,C,05
PP.02.054.04,PA03,A,02
PP.05.085.05,PA01,C,05
PP.23.048.05,PA01,A,23
PP.23.048.03,PA01,A,23
PP.03.090.03,PA01,C,03
PP.10.075.06,PA01,A,10
PP.10.075.07,PA01,A,10
PK.09.088.02,PO02,C,09
PK.06.015.02,PO02,C,06
PK.06.066.02,PO02,C,06
PK.08.016.01,PO02,A,08
PK.08.031.01,PO02,A,08
PK.10.093.02,PO02,C,10
PP.08.087.06,PA01,A,08
PP.08.087.07,PA01,A,08
PP.08.089.03,PA01,A,08
PP.20.048.03,PA01,A,20
PP.20.050.07,PA01,A,20
PR.06.046.1.05,SA01,C,06
PR.07.050.1.09,SA01,C,07
PR.07.057.1.15,SA01,C,07
PP.04.116.05,PA01,C,04
PK.11.036.02,PO02,C,11
PK.15.070.01,PO02,A,15
PR.24.097.2.05,SA01,B,24
PK.03.113.01,PO02,C,03
PP.17.031.06,PA01,A,17
PP.10.053.05,PA01,A,10
PP.23.121.03,PA01,A,23
PP.23.121.04,PA01,A,23
PP.10.057.07,PA01,A,10
PP.10.077.06,PA01,A,10
PP.24.054.03,PA01,B,24
PP.24.054.04,PA01,B,24
PR.21.013.2.03,SA01,B,21
PR.21.021.2.03,SA01,B,21
PR.21.022.2.01,SA01,B,21
PR.21.022.2.02,SA01,B,21
PK.23.094.01,PO02,A,23
PK.21.106.01,PO02,A,21
PK.23.093.01,PO02,A,23
PK.23.095.01,PO02,A,23
PR.23.025.2.03,SA01,B,23
PR.23.025.2.04,SA01,B,23
PR.23.026.2.01,SA01,B,23
PR.23.026.2.03,SA01,B,23
PR.23.026.2.04,SA01,B,23
PR.23.027.2.01,SA01,B,23
PR.23.027.2.02,SA01,B,23
PR.23.027.2.03,SA01,B,23
PR.29.096.1.07,SA01,D,29
PR.07.032.1.09,SA01,C,07
PK.17.050.02,PO02,C,17
PR.05.090.1.06,SA01,C,05
PR.05.043.2.01,SA01,C,05
PR.31.074.1.08,PM04,0001,31
PR.31.074.1.09,PM04,0001,31
PR.31.074.1.10,PM04,0001,31
PR.31.074.1.11,PM04,0001,31
PP.28.043.2.08,SA01,D,28
PP.28.043.2.09,SA01,D,28
PP.28.043.2.10,SA01,D,28
PP.28.043.2.11,SA01,D,28
PP.28.043.2.12,SA01,D,28
PP.28.043.2.13,SA01,D,28
PP.28.043.2.14,SA01,D,28
PP.28.043.2.15,SA01,D,28
PP.28.044.2.01,SA01,D,28
PP.28.047.2.10,SA01,D,28
PP.28.047.2.11,SA01,D,28
PP.28.047.2.12,SA01,D,28
PP.28.047.2.13,SA01,D,28
PP.28.049.2.01,SA01,D,28
PP.28.047.2.14,SA01,D,28
PP.28.047.2.15,SA01,D,28
PP.28.048.2.01,SA01,D,28
PP.28.048.2.03,SA01,D,28
PP.28.048.2.04,SA01,D,28
PP.28.048.2.05,SA01,D,28
PP.28.048.2.06,SA01,D,28
PP.28.048.2.07,SA01,D,28
PP.28.048.2.08,SA01,D,28
PP.28.048.2.09,SA01,D,28
PP.28.048.2.10,SA01,D,28
PP.28.048.2.11,SA01,D,28
PP.28.048.2.12,SA01,D,28
PP.28.048.2.13,SA01,D,28
PP.28.048.2.14,SA01,D,28
PP.28.048.2.15,SA01,D,28
PP.28.049.2.03,SA01,D,28
PP.28.049.2.04,SA01,D,28
PP.28.049.2.05,SA01,D,28
PP.28.049.2.06,SA01,D,28
PP.28.049.2.07,SA01,D,28
PP.28.049.2.08,SA01,D,28
PP.28.049.2.09,SA01,D,28
PP.28.049.2.10,SA01,D,28
PP.28.049.2.11,SA01,D,28
PP.28.049.2.12,SA01,D,28
PP.28.049.2.13,SA01,D,28
PP.28.049.2.14,SA01,D,28
PP.28.049.2.15,SA01,D,28
PP.28.050.2.01,SA01,D,28
PP.28.050.2.03,SA01,D,28
PP.28.050.2.04,SA01,D,28
PP.28.050.2.05,SA01,D,28
PP.28.050.2.06,SA01,D,28
PP.28.050.2.07,SA01,D,28
PP.28.050.2.08,SA01,D,28
PP.17.010.07,PA01,A,17
PP.04.058.07,PA01,C,04
PP.20.047.03,PA01,A,20
PP.25.008.07,PA05,B,25
PP.13.021.04,PA01,A,13
PP.03.124.03,PA01,C,03
PR.05.106.1.02,SA01,C,05
PK.10.018.02,PO02,C,10
PP.27.019.06,PA01,B,27
PR.22.027.2.02,SA01,B,22
PR.24.069.2.03,SA01,B,24
PR.24.073.2.01,SA01,B,24
PR.24.074.2.05,SA01,B,24
PK.09.089.01,PO02,A,09
PP.05.092.05,PA01,C,05
PP.10.027.04,PA01,A,10
PR.28.087.1.14,SA01,D,28
PP.28.050.2.09,SA01,D,28
PP.28.050.2.10,SA01,D,28
PP.28.050.2.11,SA01,D,28
PP.28.050.2.12,SA01,D,28
PP.28.050.2.13,SA01,D,28
PP.28.050.2.14,SA01,D,28
PP.28.050.2.15,SA01,D,28
