REMESSA,TIPO,MATERIAL,QTD,VALOR,DT,HR,CLIENTE
1718963001,Nacional,0440020116810,7,3253.2,20221209,121131,0008899904
1718963001,Nacional,0440020121810,5,1985.42,20221209,121131,0008899904
1718963001,Nacional,04331715758GA,12,1495.1,20221209,121131,0008899904
1718963001,Nacional,F00R0P0619000,5,76.98,20221209,121131,0008899904
1718963001,Nacional,F00RJ02177741,10,42.55,20221209,121131,0008899904
1718963001,Nacional,F00R0P0619000,4,61.58,20221209,121131,0008899904
1718963001,Nacional,F00RJ02177741,10,42.55,20221209,121131,0008899904
1718963001,Nacional,F00RJ02177741,40,170.22,20221209,121131,0008899904
1718963001,Nacional,F00R0P0619000,26,400.25,20221209,121131,0008899904
1718963001,Nacional,04331755188GA,12,1044.58,20221209,121131,0008899904
1718963001,Nacional,F00VC99002000,220,1917.69,20221209,121131,0008899904
1718963001,Nacional,F00VC99002000,20,174.33,20221209,121131,0008899904
1718963001,Nacional,F00VC99002000,40,348.66,20221209,121131,0008899904
1718963001,Nacional,04331755188GA,24,2089.19,20221209,121131,0008899904
1718963001,Nacional,F00VC99002000,100,871.67,20221209,121131,0008899904
1718963003,Nacional,1417413047002,4,173.95,20221209,121131,0008580020
1718963003,Nacional,1424650056770,8,70.6,20221209,121131,0008580020
1718963003,Nacional,1460134317770,2,98.22,20221209,121131,0008580020
1718963003,Nacional,146014033480C,5,948.4,20221209,121131,0008580020
1718963003,Nacional,146610040580D,5,1564.16,20221209,121131,0008580020
1718963003,Nacional,1900910201770,1,45.48,20221209,121131,0008580020
1718963003,Nacional,2430136202741,10,212.75,20221209,121131,0008580020
1718963003,Nacional,2433124388741,5,31.65,20221209,121131,0008580020
1718963003,Nacional,2433314194741,1,25.54,20221209,121131,0008580020
1718963003,Nacional,9401087009001,7,350.22,20221209,121131,0008580020
1718963003,Nacional,9431080033741,12,282.53,20221209,121131,0008580020
1718963003,Nacional,9431080034741,3,70.64,20221209,121131,0008580020
1718963003,Nacional,9441080020770,82,425.21,20221209,121131,0008580020
1718963003,Nacional,9441080044770,27,144.76,20221209,121131,0008580020
1718963003,Nacional,999408100135N,4,132.68,20221209,121131,0008580020
1718963003,Nacional,999408120535N,2,49.08,20221209,121131,0008580020
1718963003,Nacional,999408120635N,2,49.08,20221209,121131,0008580020
1718963003,Nacional,999408124635N,3,92.41,20221209,121131,0008580020
1718963003,Nacional,F00099T00335N,13,282.95,20221209,121131,0008580020
1718963003,Nacional,F00099T00635N,5,143.13,20221209,121131,0008580020
1718963003,Nacional,F00099T18135N,1,37.56,20221209,121131,0008580020
1718963003,Nacional,F00099T18335N,1,37.56,20221209,121131,0008580020
1718963003,Nacional,F00099T18435N,1,37.56,20221209,121131,0008580020
1718963003,Nacional,F00099T19235N,2,58.51,20221209,121131,0008580020
1718963003,Nacional,F00099T19435N,1,29.27,20221209,121131,0008580020
1718963003,Nacional,04331711658GA,12,769.89,20221209,121131,0008580020
1718963003,Nacional,04331712378GA,24,1026.18,20221209,121131,0008580020
1718963003,Nacional,04331713038GA,60,2247.88,20221209,121131,0008580020
1718963003,Nacional,043327121441N,3,147.66,20221209,121131,0008580020
1718963003,Nacional,14184250898GA,24,747.96,20221209,121131,0008580020
1718963003,Nacional,24184551298GA,24,2985.44,20221209,121131,0008580020
1718963003,Nacional,94010835448GA,36,1383.73,20221209,121131,0008580020
1718963003,Nacional,94300842148GA,156,3647.69,20221209,121131,0008580020
1718963003,Nacional,94300847338GA,24,1468.46,20221209,121131,0008580020
1718963003,Nacional,1460283311770,24,196.73,20221209,121131,0008580020
1718963003,Nacional,1463104472770,1,94.48,20221209,121131,0008580020
1718963003,Nacional,14185222088GA,12,299.08,20221209,121131,0008580020
1718963003,Nacional,F00099T06635N,1,27.44,20221209,121131,0008580020
1718963003,Nacional,999408123135N,1,31.48,20221209,121131,0008580020
1718963003,Nacional,999408123235N,2,62.96,20221209,121131,0008580020
1718963003,Nacional,999408123335N,1,31.48,20221209,121131,0008580020
1718963003,Nacional,999408123535N,1,31.48,20221209,121131,0008580020
1718963003,Nacional,F00099T03135N,1,24.78,20221209,121131,0008580020
1718963003,Nacional,F00099T03235N,1,24.78,20221209,121131,0008580020
1718963003,Nacional,F0004309008GA,36,1744.74,20221209,121131,0008580020
1718963003,Nacional,1464618934770,8,50.84,20221209,121131,0008580020
1718963003,Nacional,F002D1601380C,15,268.38,20221209,121131,0008580020
1718963003,Nacional,F000431060741,20,470.88,20221209,121131,0008580020
1718963000,Nacional,09864355089B5,2,737.28,20221209,121131,0008899904
1718963000,Nacional,04331722138GA,6,1038.65,20221209,121131,0008899904
1718963000,Nacional,F00R0P0166390,1,5.75,20221209,121131,0008899904
1718963000,Nacional,F00N201974390,1,80.44,20221209,121131,0008899904
1718963000,Nacional,04331721198GA,12,2311,20221209,121131,0008899904
1718963000,Nacional,F00R0P0166390,1,5.75,20221209,121131,0008899904
1718963000,Nacional,F00RJ00414825,1,97.95,20221209,121131,0008899904
1718963000,Nacional,F00N201974390,2,160.88,20221209,121131,0008899904
1718963000,Nacional,04331754898GA,60,5261.81,20221209,121131,0008899904
1718963000,Nacional,F01M102261000,1,19.17,20221209,121131,0008899904
1718963000,Nacional,F00RJ01278001,2,538.18,20221209,121131,0008899904
1718963000,Nacional,09864355429B5,1,380.25,20221209,121131,0008899904
1718963000,Nacional,0445110634770,1,648.12,20221209,121131,0008899904
1718963000,Nacional,04331719888GA,24,3853.76,20221209,121131,0008899904
1718963000,Nacional,1903230009810,25,56.9,20221209,121131,0008899904
1718963000,Nacional,0445120089741,1,493.16,20221209,121131,0008899904
1718963000,Nacional,04331754848GA,24,2536.9,20221209,121131,0008899904
1718963000,Nacional,F00RJ02130741,10,1019.44,20221209,121131,0008899904
1718963000,Nacional,1110010017390,2,476.38,20221209,121131,0008899904
1718963000,Nacional,04331719748GA,4,653.8,20221209,121131,0008899904
1718963000,Nacional,09864355089B5,7,2580.47,20221209,121131,0008899904
1718963000,Nacional,F00VC01023770,3,518.44,20221209,121131,0008899904
1718963000,Nacional,F00RJ02175000,30,96.01,20221209,121131,0008899904
1718963000,Nacional,04331754898GA,48,4209.45,20221209,121131,0008899904
1718963000,Nacional,0928400473000,4,1116.4,20221209,121131,0008899904
1718963000,Nacional,0445116034825,1,783.52,20221209,121131,0008899904
1718963000,Nacional,F00RJ01278001,3,807.29,20221209,121131,0008899904
1718963000,Nacional,04331720988GA,2,382.19,20221209,121131,0008899904
1718963000,Nacional,0445110646825,11,8099.47,20221209,121131,0008899904
1718963000,Nacional,0281006158000,2,703.09,20221209,121131,0008899904
1718963000,Nacional,09864355429B5,1,380.25,20221209,121131,0008899904
1718963000,Nacional,0445110634770,1,648.12,20221209,121131,0008899904
1718963000,Nacional,0281006074390,1,331.49,20221209,121131,0008899904
1718963000,Nacional,04331754168GA,12,1521.06,20221209,121131,0008899904
1718963000,Nacional,04331718114N6,6,1122.95,20221209,121131,0008899904
1718963000,Nacional,F01M101454390,18,780.73,20221209,121131,0008899904
1718963000,Nacional,F01M101456390,1,68.64,20221209,121131,0008899904
1718963000,Nacional,F00R0P0340390,20,84.67,20221209,121131,0008899904
1718963000,Nacional,F00R0P0352390,9,31.48,20221209,121131,0008899904
1718963000,Nacional,F00VC17503741,70,223.97,20221209,121131,0008899904
1718963000,Nacional,043317184875N,2,374.11,20221209,121131,0008899904
1718963000,Nacional,0445120089741,7,3452.09,20221209,121131,0008899904
1718963000,Nacional,F00N200141390,25,663.36,20221209,121131,0008899904
1718963000,Nacional,F00N201974390,20,1608.85,20221209,121131,0008899904
1718963000,Nacional,04331754858GA,48,4745.45,20221209,121131,0008899904
1718963000,Nacional,0445120140741,1,590.93,20221209,121131,0008899904
1718963000,Nacional,04331754848GA,12,1268.44,20221209,121131,0008899904
1718963000,Nacional,04331754838GA,108,11416.01,20221209,121131,0008899904
1718963000,Nacional,04331720988GA,1,191.09,20221209,121131,0008899904
1718963000,Nacional,0281006074390,2,663,20221209,121131,0008899904
1718963000,Nacional,04331751964N6,1,187.05,20221209,121131,0008899904
1718963000,Nacional,F01M101454390,2,86.75,20221209,121131,0008899904
1718963000,Nacional,F00R0P0340390,5,21.17,20221209,121131,0008899904
1718963001,Nacional,F00R0P0352390,1,3.5,20221209,121131,0008899904
1718963001,Nacional,F00VC17503741,40,127.98,20221209,121131,0008899904
1718963001,Nacional,F00N200141390,15,398.03,20221209,121131,0008899904
1718963001,Nacional,04331754858GA,36,3559.1,20221209,121131,0008899904
1718963001,Nacional,F01M100049810,25,64.98,20221209,121131,0008899904
1718963001,Nacional,F00VC01023770,11,1900.92,20221209,121131,0008899904
1718963001,Nacional,04331755018GA,24,3536.01,20221209,121131,0008899904
1718963001,Nacional,F00RJ02130741,10,1019.44,20221209,121131,0008899904
1718963001,Nacional,09864355089B5,6,2211.83,20221209,121131,0008899904
1718963001,Nacional,F00RJ02175000,10,32,20221209,121131,0008899904
1718963001,Nacional,04331722138GA,18,3115.94,20221209,121131,0008899904
1718962995,Nacional,0258007351000,1,251.36,20221209,121131,0000866357
1718962995,Nacional,3397014503HT9,5,132.22,20221209,121131,0000866357
1718962995,Nacional,3397010048HSG,5,152.48,20221209,121131,0000866357
1718962995,Nacional,0280157130742,1,35.98,20221209,121131,0000866357
1718962995,Nacional,0280157162742,1,40.47,20221209,121131,0000866357
1718962995,Nacional,F000TE131XFP2,2,280.02,20221209,121131,0000866357
1718962995,Nacional,F000TE182B741,1,40.62,20221209,121131,0000866357
1718962995,Nacional,3397010131HSG,5,130.07,20221209,121131,0000866357
1718962995,Nacional,0280158154760,1,92.23,20221209,121131,0000866357
1718962995,Nacional,0280157111741,2,152.02,20221209,121131,0000866357
1718962995,Nacional,0280158356742,8,382.25,20221209,121131,0000866357
1718962995,Nacional,F000TE189W741,2,84.53,20221209,121131,0000866357
1718962997,Nacional,0124325115B15,1,752.81,20221209,121131,0006066901
1718962997,Nacional,933A081066879,1,58.07,20221209,121131,0006066901
1718962997,Nacional,1986SE16824S8,1,105.58,20221209,121131,0006066901
1718962997,Nacional,1986S00733WGP,1,554.16,20221209,121131,0006066901
1718962997,Nacional,0272220921742,2,134.28,20221209,121131,0006066901
1718962997,Nacional,F00M123308742,1,69.77,20221209,121131,0006066901
1718962997,Nacional,1986A01082WGP,2,1113.2,20221209,121131,0006066901
1718962997,Nacional,F000AL0107B15,1,747.71,20221209,121131,0006066901
1718962998,Nacional,933A081066879,1,58.07,20221209,121131,0006066903
1718962998,Nacional,1986SE16824S8,1,105.6,20221209,121131,0006066903
1718962998,Nacional,933A081046879,2,115.23,20221209,121131,0006066903
1718962998,Nacional,1986A00776CMT,1,629.65,20221209,121131,0006066903
1718962998,Nacional,F00ASH0139879,1,50.47,20221209,121131,0006066903
1718962998,Nacional,1986A01082WGP,4,2226.43,20221209,121131,0006066903
1718962998,Nacional,F000AL0107B15,1,747.71,20221209,121131,0006066903
1718963000,Nacional,04331754168GA,12,1521.06,20221209,121131,0008899904
1718963000,Nacional,F00VC14012000,3,87.61,20221209,121131,0008899904
1718963000,Nacional,04331754898GA,24,2104.73,20221209,121131,0008899904
1718963000,Nacional,0928400473000,2,558.19,20221209,121131,0008899904
1718963000,Nacional,F00RJ01278001,3,807.29,20221209,121131,0008899904
1718963000,Nacional,04331720988GA,19,3630.8,20221209,121131,0008899904
1718963000,Nacional,0445110646825,1,736.31,20221209,121131,0008899904
1718963000,Nacional,1110010041390,1,205.24,20221209,121131,0008899904
1718963000,Nacional,F00BH40419000,1,496.33,20221209,121131,0008899904
1718963000,Nacional,F00RJ01453741,20,63.99,20221209,121131,0008899904
1718963000,Nacional,09864355429B5,6,2281.54,20221209,121131,0008899904
1718963000,Nacional,1465ZS0056000,1,267.99,20221209,121131,0008899904
1718963000,Nacional,F00RJ00414825,7,685.61,20221209,121131,0008899904
1718963000,Nacional,F01M100684811,5,11.91,20221209,121131,0008899904
1718963000,Nacional,0281002500390,1,384.95,20221209,121131,0008899904
1718963000,Nacional,1903230009810,25,56.9,20221209,121131,0008899904
1718963000,Nacional,F00N201974390,2,160.88,20221209,121131,0008899904
1718963000,Nacional,F00N202338390,1,24,20221209,121131,0008899904
1718963000,Nacional,0440020095810,1,614.5,20221209,121131,0008899904
1718963000,Nacional,F01M100049810,25,64.98,20221209,121131,0008899904
1718963000,Nacional,0281002907000,1,341.1,20221209,121131,0008899904
1718963000,Nacional,F00RJ02130741,10,1019.44,20221209,121131,0008899904
1718963000,Nacional,F00N202657391,3,539.03,20221209,121131,0008899904
1718963000,Nacional,09864355089B5,14,5160.95,20221209,121131,0008899904
1718963000,Nacional,04331721198GA,12,2311,20221209,121131,0008899904
1718963000,Nacional,04331722138GA,12,2077.28,20221209,121131,0008899904
1718963000,Nacional,F00BH40419000,1,496.33,20221209,121131,0008899904
1718963000,Nacional,1465ZS0096000,1,395.51,20221209,121131,0008899904
1718963000,Nacional,F00R0P0166390,24,137.91,20221209,121131,0008899904
1718963000,Nacional,04331716938GA,12,1867.42,20221209,121131,0008899904
1718963000,Nacional,0281002500390,1,384.95,20221209,121131,0008899904
1718963000,Nacional,F00R0P0340390,5,21.17,20221209,121131,0008899904
1718963000,Nacional,F00N200141390,5,132.67,20221209,121131,0008899904
1718963000,Nacional,F00N201974390,12,965.3,20221209,121131,0008899904
1718963000,Nacional,F00VC01023770,5,864.06,20221209,121131,0008899904
1718963000,Nacional,F00N202657391,2,359.35,20221209,121131,0008899904
1718963000,Nacional,F00RJ01479001,2,379.2,20221209,121131,0008899904
1718962994,Nacional,2430210082741,40,102.15,20221209,121131,0000866357
1718962994,Nacional,2467413025770,1,178.37,20221209,121131,0000866357
1718962994,Nacional,1461074338770,7,39.12,20221209,121131,0000866357
1718962994,Nacional,1461074339770,1,7.9,20221209,121131,0000866357
1718962994,Nacional,1463104692770,1,139.97,20221209,121131,0000866357
1718962994,Nacional,F00R0P0352390,3,10.48,20221209,121131,0000866357
1718962994,Nacional,F00N200141390,5,132.67,20221209,121131,0000866357
1718962994,Nacional,1466110681770,1,275.19,20221209,121131,0000866357
1718962994,Nacional,04331720838GA,12,1709.82,20221209,121131,0000866357
1718962994,Nacional,F00N201974390,2,160.87,20221209,121131,0000866357
1718962994,Nacional,04331754268GA,5,351.41,20221209,121131,0000866357
1718962994,Nacional,04331753718GA,6,346.14,20221209,121131,0000866357
1718962994,Nacional,F000431700741,20,544.82,20221209,121131,0000866357
1718962994,Nacional,F00VC01023770,4,691.25,20221209,121131,0000866357
1718962994,Nacional,1410210046770,5,10.48,20221209,121131,0000866357
1718962994,Nacional,F01M100984810,2,42.08,20221209,121131,0000866357
1718962994,Nacional,0281006074390,1,331.49,20221209,121131,0000866357
1718962994,Nacional,F00099T60135N,6,168.08,20221209,121131,0000866357
1718962994,Nacional,04331754788GA,3,262.76,20221209,121131,0000866357
1718962994,Nacional,F002C62523741,2,256.18,20221209,121131,0000866357
1718962994,Nacional,1465ZS0056000,1,268,20221209,121131,0000866357
1718962994,Nacional,04332716168GA,12,689.28,20221209,121131,0000866357
1718962994,Nacional,1410210018770,4,29.56,20221209,121131,0000866357
1718962994,Nacional,F000461409770,5,180.88,20221209,121131,0000866357
1718962994,Nacional,0986AD39974S8,25,1246.68,20221209,121131,0000866357
1718962994,Nacional,14185220558GA,24,312.39,20221209,121131,0000866357
1718962994,Nacional,1467030308770,4,338.87,20221209,121131,0000866357
1718962994,Nacional,94120384218GA,12,751.35,20221209,121131,0000866357
1718962994,Nacional,2420503002000,1,29.71,20221209,121131,0000866357
1718962994,Nacional,043425006341N,4,216.79,20221209,121131,0000866357
1718962994,Nacional,1465530901770,2,16.4,20221209,121131,0000866357
1718962994,Nacional,94010810718GA,3,272.19,20221209,121131,0000866357
1718962994,Nacional,9441080020770,30,155.42,20221209,121131,0000866357
1718962994,Nacional,F0004309008GA,12,581.6,20221209,121131,0000866357
1718962994,Nacional,146337058180C,5,223.61,20221209,121131,0000866357
1718962994,Nacional,9421082400770,1,7.2,20221209,121131,0000866357
1718962994,Nacional,043327121441N,3,147.66,20221209,121131,0000866357
1718962994,Nacional,F00099T23435N,1,19.1,20221209,121131,0000866357
1718962994,Nacional,F00099T23635N,1,19.1,20221209,121131,0000866357
1718962994,Nacional,04331754898GA,12,1052.35,20221209,121131,0000866357
1718962994,Nacional,2433314182741,5,101.79,20221209,121131,0000866357
1718962994,Nacional,F002D13576770,3,73.53,20221209,121131,0000866357
1718962994,Nacional,1460134317770,3,147.35,20221209,121131,0000866357
1718962994,Nacional,04332715158GA,12,640.09,20221209,121131,0000866357
1718962994,Nacional,94122700438GA,12,1286.54,20221209,121131,0000866357
1718962994,Nacional,94010835038GA,12,312.48,20221209,121131,0000866357
1718962994,Nacional,04331711658GA,12,769.93,20221209,121131,0000866357
1718962994,Nacional,9431080032741,12,282.53,20221209,121131,0000866357
1718962994,Nacional,04332718298GA,12,417.57,20221209,121131,0000866357
1718962994,Nacional,24185540478GA,12,541.53,20221209,121131,0000866357
1718962994,Nacional,04331712068GA,12,1032.76,20221209,121131,0000866357
1718962994,Nacional,1443100501410,5,37.94,20221209,121131,0000866357
1718962994,Nacional,999408123135N,1,31.49,20221209,121131,0000866357
1718962994,Nacional,999408123335N,2,62.96,20221209,121131,0000866357
1718962994,Nacional,F00099T00235N,1,21.72,20221209,121131,0000866357
1718962994,Nacional,F00099T00335N,2,43.53,20221209,121131,0000866357
1718962994,Nacional,F00RJ02177741,10,42.58,20221209,121131,0000866357
1718962994,Nacional,F00VC99002000,40,348.8,20221209,121131,0000866357
1718962994,Nacional,2433120127741,5,31.65,20221209,121131,0000866357
1718962994,Nacional,04331755188GA,12,1044.64,20221209,121131,0000866357
1718962995,Nacional,F000TE190PFP2,3,300.26,20221209,121131,0000866357
1718962995,Nacional,0281006102741,1,157.24,20221209,121131,0000866357
1718962995,Nacional,3397013182EXB,5,194.39,20221209,121131,0000866357
1718962995,Nacional,0258006028000,1,154.4,20221209,121131,0000866357
1718962992,Nacional,F00VC21001741,10,36.26,20221209,121131,0008899902
1718962992,Nacional,F00N202657391,2,359.35,20221209,121131,0008899902
1718962992,Nacional,04331719748GA,1,163.44,20221209,121131,0008899902
1718962992,Nacional,F00RJ01479001,8,1516.74,20221209,121131,0008899902
1718962992,Nacional,F00VC17504001,10,32.01,20221209,121131,0008899902
1718962992,Nacional,F01M100927810,1,190.22,20221209,121131,0008899902
1718962992,Nacional,09864355089B5,9,3317.76,20221209,121131,0008899902
1718962992,Nacional,F01M101785810,4,33.25,20221209,121131,0008899902
1718962992,Nacional,F00RJ00222741,50,95.3,20221209,121131,0008899902
1718962992,Nacional,F00RJ02175000,20,64,20221209,121131,0008899902
1718962992,Nacional,0928400473000,7,1953.7,20221209,121131,0008899902
1718962992,Nacional,0440020096811,3,1791.15,20221209,121131,0008899902
1718962992,Nacional,0445120384741,2,1419.2,20221209,121131,0008899902
1718962992,Nacional,F00RJ02377741,8,1241.39,20221209,121131,0008899902
1718962992,Nacional,09864355019B5,4,1655.37,20221209,121131,0008899902
1718962992,Nacional,F00RJ01026741,10,60.86,20221209,121131,0008899902
1718962992,Nacional,09864356449B5,4,1849.51,20221209,121131,0008899902
1718962992,Nacional,0445110424770,5,3412.66,20221209,121131,0008899902
1718962992,Nacional,F01M101537810,5,46.42,20221209,121131,0008899902
1718962992,Nacional,F00RJ01453741,20,63.99,20221209,121131,0008899902
1718962992,Nacional,F01M100371810,1,5.75,20221209,121131,0008899902
1718962992,Nacional,F01M100377810,1,154.41,20221209,121131,0008899902
1718962992,Nacional,0445120416741,1,670,20221209,121131,0008899902
1718962992,Nacional,1465ZS0014000,1,312.72,20221209,121131,0008899902
1718962992,Nacional,1465ZS0040000,1,343.93,20221209,121131,0008899902
1718962992,Nacional,04331754838GA,12,1268.44,20221209,121131,0008899902
1718962992,Nacional,F00VC01023770,3,518.44,20221209,121131,0008899902
1718962992,Nacional,04331755018GA,12,1768.01,20221209,121131,0008899902
1718962992,Nacional,F00RJ02130741,10,1019.44,20221209,121131,0008899902
1718962992,Nacional,F00RJ01479001,1,189.58,20221209,121131,0008899902
1718962992,Nacional,F01M101785810,3,24.94,20221209,121131,0008899902
1718962992,Nacional,F00RJ02175000,10,32,20221209,121131,0008899902
1718962992,Nacional,04331754898GA,12,1052.36,20221209,121131,0008899902
1718962992,Nacional,04331720988GA,1,191.09,20221209,121131,0008899902
1718962992,Nacional,04331719478GA,1,197.4,20221209,121131,0008899902
1718962992,Nacional,0445110424770,1,682.53,20221209,121131,0008899902
1718962992,Nacional,F01M101537810,3,27.86,20221209,121131,0008899902
1718962992,Nacional,0281002750390,1,550.16,20221209,121131,0008899902
1718962992,Nacional,1465ZS0081000,1,302.08,20221209,121131,0008899902
1718962992,Nacional,F00HN35932741,20,163.8,20221209,121131,0008899902
1718962992,Nacional,F00VC17503741,10,31.99,20221209,121131,0008899902
1718962992,Nacional,F01M100114810,2,16.15,20221209,121131,0008899902
1718962992,Nacional,04331754858GA,12,1186.37,20221209,121131,0008899902
1718962992,Nacional,04331755018GA,12,1768.01,20221209,121131,0008899902
1718962992,Nacional,F00RJ01479001,1,189.58,20221209,121131,0008899902
1718962992,Nacional,09864355089B5,10,3686.4,20221209,121131,0008899902
1718962992,Nacional,0445110646825,4,2945.27,20221209,121131,0008899902
1718962992,Nacional,09864355019B5,1,413.84,20221209,121131,0008899902
1718962992,Nacional,F01M101537810,5,46.42,20221209,121131,0008899902
1718962992,Nacional,0281002750390,1,550.16,20221209,121131,0008899902
1718962993,Nacional,933A081066879,1,62.59,20221209,121131,0002121006
1718962993,Nacional,933A081066879,1,62.59,20221209,121131,0002121006
1718962993,Nacional,933A081046879,1,62.19,20221209,121131,0002121006
1718962993,Nacional,0986BB0772HT9,6,296.08,20221209,121131,0002121006
1718962993,Nacional,0986BB0952HT9,6,245.57,20221209,121131,0002121006
1718962993,Nacional,0986BB0980HT9,6,212.65,20221209,121131,0002121006
1718962993,Nacional,0986BB0715HT9,6,243.8,20221209,121131,0002121006
1718962994,Nacional,F00BH40030410,2,649.32,20221209,121131,0000866357
1718962994,Nacional,94300842148GA,12,280.64,20221209,121131,0000866357
1718962994,Nacional,94300842048GA,12,349.07,20221209,121131,0000866357
1718962994,Nacional,04331719478GA,5,987.05,20221209,121131,0000866357
1718962994,Nacional,F00VP01004000,8,45.85,20221209,121131,0000866357
1718962994,Nacional,0928400797000,1,198.14,20221209,121131,0000866357
1718962994,Nacional,F002A50013770,4,76.93,20221209,121131,0000866357
1718963116,Nacional,9441080020770,23,119.17,20221209,121131,0008899915
1718963116,Nacional,14184250898GA,12,374.02,20221209,121131,0008899915
1718963285,Nacional,F00HL00402760,1,128.06,20221209,121131,0008580022
1718963285,Nacional,3397006888KDA,20,202.17,20221209,121131,0008580022
1718963285,Nacional,3397006891KDA,10,101.08,20221209,121131,0008580022
1718963285,Nacional,3397006893KDA,20,230.86,20221209,121131,0008580022
1718963285,Nacional,3397006894KDA,30,346.27,20221209,121131,0008580022
1718963285,Nacional,3397006897KDA,20,258.53,20221209,121131,0008580022
1718963285,Nacional,3397006898KDA,30,387.78,20221209,121131,0008580022
1718963289,Nacional,933A081030879,10,531,20221209,121131,0000058016
1718963289,Nacional,933A081068879,1,51.07,20221209,121131,0000058016
1718963289,Nacional,F00M131852742,1,194.73,20221209,121131,0000058016
1718963289,Nacional,1986S00792WA2,1,436.33,20221209,121131,0000058016
1718963289,Nacional,0124315046B15,1,798.59,20221209,121131,0000058016
1718963289,Nacional,0124325063B15,1,763.83,20221209,121131,0000058016
1718963289,Nacional,1986A00924WGP,8,5296.85,20221209,121131,0000058016
1718963289,Nacional,0272220921742,2,134.26,20221209,121131,0000058016
1718963289,Nacional,1006200358742,1,55.76,20221209,121131,0000058016
1718963289,Nacional,1006210241742,1,54.79,20221209,121131,0000058016
1718963289,Nacional,1006485017742,1,9.42,20221209,121131,0000058016
1718963289,Nacional,100A209400879,1,20.13,20221209,121131,0000058016
1718963289,Nacional,1120591103851,1,8.85,20221209,121131,0000058016
1718963289,Nacional,1120905102742,1,13.76,20221209,121131,0000058016
1718963289,Nacional,1900905274742,2,41.32,20221209,121131,0000058016
1718963289,Nacional,1900905376742,2,32.02,20221209,121131,0000058016
0664718632,Nacional,0986BB0984HT9,30,1920.36,20221209,081401,0090011654
1718963296,Nacional,F00RJ01278001,19,5112.72,20221209,121131,0008580018
1718963296,Nacional,F00VC01338770,2,378.99,20221209,121131,0008580018
1718963296,Nacional,F00RJ01453741,40,127.97,20221209,121131,0008580018
1718963296,Nacional,F00099H00035N,3,154.92,20221209,121131,0008580018
1718963296,Nacional,04331720118GA,60,9890.46,20221209,121131,0008580018
1718963296,Nacional,F01M100927810,3,570.7,20221209,121131,0008580018
1718963296,Nacional,F00099T60135N,4,112.05,20221209,121131,0008580018
1718963296,Nacional,F00099T02435N,1,64.28,20221209,121131,0008580018
1718963296,Nacional,0440020121810,16,6353.29,20221209,121131,0008580018
1718963296,Nacional,09864355089B5,36,13271,20221209,121131,0008580018
1718963296,Nacional,04331722138GA,42,7270.42,20221209,121131,0008580018
1718963296,Nacional,0928400473000,5,1395.47,20221209,121131,0008580018
1718963296,Nacional,F00VC21001741,10,36.25,20221209,121131,0008580018
1718963296,Nacional,04331754898GA,24,2104.72,20221209,121131,0008580018
1718963296,Nacional,F00N203186390,3,522.79,20221209,121131,0008580018
1718963296,Nacional,F00VC17504001,20,63.99,20221209,121131,0008580018
1718963296,Nacional,F002B1059941N,1,89.17,20221209,121131,0008580018
1718963296,Nacional,04331719668GA,13,2238.36,20221209,121131,0008580018
1718963296,Nacional,F01M100371810,1,5.74,20221209,121131,0008580018
1718963296,Nacional,F00VC01380770,9,1553.27,20221209,121131,0008580018
1718963296,Nacional,1462C00998000,1,342.88,20221209,121131,0008580018
1718962991,Nacional,F00M133351742,1,73.98,20221209,121131,0000058008
1718962991,Nacional,0986BB0726HT9,6,316.64,20221209,121131,0000058008
1718962991,Nacional,F000AL0107B15,1,747.69,20221209,121131,0000058008
1718962991,Nacional,9124080037741,10,10.46,20221209,121131,0000058008
1718962991,Nacional,F042002097CHF,1,1407.08,20221209,121131,0000058008
1718962992,Nacional,04331754168GA,12,1521.06,20221209,121131,0008899902
1718962992,Nacional,0445120007741,1,475.37,20221209,121131,0008899902
1718962992,Nacional,F00VC14012000,1,29.19,20221209,121131,0008899902
1718962992,Nacional,F01M101456390,1,68.64,20221209,121131,0008899902
1718962992,Nacional,0281002500390,1,384.95,20221209,121131,0008899902
1718962992,Nacional,F00R0P0341390,1,5.12,20221209,121131,0008899902
1718962992,Nacional,F00VC17503741,50,159.97,20221209,121131,0008899902
1718962992,Nacional,0440020128810,2,1375.76,20221209,121131,0008899902
1718962992,Nacional,F01M100114810,2,16.15,20221209,121131,0008899902
1718962992,Nacional,0281002909001,2,605.94,20221209,121131,0008899902
1718962992,Nacional,F00VC01023770,9,1555.31,20221209,121131,0008899902
1718962992,Nacional,0928400629000,2,573.59,20221209,121131,0008899902
1718963115,Nacional,04331754728GA,9,605.14,20221209,121131,0008899912
1718963115,Nacional,04332718298GA,12,417.58,20221209,121131,0008899912
1718963115,Nacional,043420000141N,3,185.09,20221209,121131,0008899912
1718963115,Nacional,1417413047002,4,173.95,20221209,121131,0008899912
1718963115,Nacional,94300842148GA,24,561.19,20221209,121131,0008899912
1718963115,Nacional,9441080020770,20,103.7,20221209,121131,0008899912
1718963115,Nacional,9441080044770,5,26.79,20221209,121131,0008899912
1718963115,Nacional,94010873448GA,3,316.49,20221209,121131,0008899912
1718963115,Nacional,14184250898GA,24,747.96,20221209,121131,0008899912
1718963115,Nacional,1423124108770,21,604.17,20221209,121131,0008899912
1718963115,Nacional,9431080035741,14,329.63,20221209,121131,0008899912
