REMESSA,TIPO,MATERIAL,QTD,VALOR,DT,HR,CLIENTE
0500107241,Exportação,04331754368GA,13,57.98,20221201,174910,0001610010
0500107230,Exportação,2430102332741,195,15.6,20221201,174810,0000924900
0500107230,Exportação,04331712638GA,11,43.56,20221201,174810,0000924900
0500107230,Exportação,04331755108GA,960,3436.8,20221201,174810,0000924900
0500107230,Exportação,0414703008741,108,21415.32,20221201,174810,0000924900
0500107230,Exportação,0280160587742,700,2205,20221201,174810,0000924900
0500107230,Exportação,F000DR9006741,120,867.6,20221201,174810,0000924900
0500107230,Exportação,04331715998GA,88,348.48,20221201,174810,0000924900
0500107230,Exportação,04331754738GA,288,1229.76,20221201,174810,0000924900
0500107230,Exportação,2434614055741,20770,6438.7,20221201,174810,0000924900
0500107230,Exportação,F00VX99998741,162,162,20221201,174810,0000924900
0500107230,Exportação,F00VX99995741,1000,770,20221201,174810,0000924900
0500107230,Exportação,0432191267742,7,95.69,20221201,174810,0000924900
0500107230,Exportação,0432191416742,36,481.32,20221201,174810,0000924900
0500107230,Exportação,0432193481742,920,14306,20221201,174810,0000924900
0500107230,Exportação,2430136221742,14490,8694,20221201,174810,0000924900
0500107230,Exportação,0445120019741,30,3117.3,20221201,174810,0000924900
0500107230,Exportação,04331719628GA,99,986.04,20221201,174810,0000924900
0500107230,Exportação,2434619017742,2775,638.25,20221201,174810,0000924900
0500107230,Exportação,0432191765741,4,70.84,20221201,174810,0000924900
0500107230,Exportação,0445120028741,138,8947.92,20221201,174810,0000924900
0500107230,Exportação,0432131614741,300,5370,20221201,174810,0000924900
0500107230,Exportação,0432193433741,200,3146,20221201,174810,0000924900
0500107230,Exportação,0414799009741,88,6405.52,20221201,174810,0000924900
0500107230,Exportação,04332713258GA,65,372.45,20221201,174810,0000924900
0500107230,Exportação,04332716448GA,457,1764.02,20221201,174810,0000924900
0500107230,Exportação,24184550858GA,96,871.68,20221201,174810,0000924900
0500107230,Exportação,F00ZZ10000741,131,98.25,20221201,174810,0000924900
0500107230,Exportação,04331715198GA,75,292.5,20221201,174810,0000924900
0500107230,Exportação,2430210081741,7625,1296.25,20221201,174810,0000924900
0500107230,Exportação,0445120199741,284,12592.56,20221201,174810,0000924900
0500107230,Exportação,04332201608GA,183,882.06,20221201,174810,0000924900
0500107230,Exportação,04332716608GA,384,1597.44,20221201,174810,0000924900
0500107230,Exportação,04331753668GA,80,635.2,20221201,174810,0000924900
0500107230,Exportação,04331751638GA,903,8181.18,20221201,174810,0000924900
0500107230,Exportação,0414701083741,214,18647.96,20221201,174810,0000924900
0500107230,Exportação,F00099M431741,7,32.97,20221201,174810,0000924900
0500107230,Exportação,0414702021741,5,425.05,20221201,174810,0000924900
0500107230,Exportação,0414701080741,36,2966.4,20221201,174810,0000924900
0500107230,Exportação,0414703013741,57,11240.4,20221201,174810,0000924900
0500107230,Exportação,0280156034742,600,2382,20221201,174810,0000924900
0500107230,Exportação,24184553968GA,60,1038,20221201,174810,0000924900
0500107230,Exportação,0280160557741,662,2211.08,20221201,174810,0000924900
0500107230,Exportação,0280160567741,5,15.55,20221201,174810,0000924900
0500107230,Exportação,04331719788GA,603,2484.36,20221201,174810,0000924900
0500107230,Exportação,04331716288GA,931,3314.36,20221201,174810,0000924900
0500107230,Exportação,04331718318GA,1195,4660.5,20221201,174810,0000924900
0500107230,Exportação,F00VX99887741,38,134.52,20221201,174810,0000924900
0500107230,Exportação,F00RJ02697741,1803,12530.85,20221201,174810,0000924900
0500107230,Exportação,04331721448GA,480,2208,20221201,174810,0000924900
0500107230,Exportação,04331719648GA,2428,11945.76,20221201,174810,0000924900
0500107230,Exportação,0432193420742,416,6156.8,20221201,174810,0000924900
0500107230,Exportação,0432191279742,46,621.46,20221201,174810,0000924900
0500107230,Exportação,0432191341741,16,258.72,20221201,174810,0000924900
0500107230,Exportação,24370100878GA,125,700,20221201,174810,0000924900
0500107230,Exportação,04332714668GA,1350,5886,20221201,174810,0000924900
0500107230,Exportação,24184552168GA,96,1034.88,20221201,174810,0000924900
0500107230,Exportação,2430136166741,11750,6815,20221201,174810,0000924900
0500107230,Exportação,04331710318GA,109,480.69,20221201,174810,0000924900
0500107230,Exportação,04331753958GA,2097,15979.14,20221201,174810,0000924900
0500107230,Exportação,04331712998GA,52,231.92,20221201,174810,0000924900
0500107230,Exportação,04331715298GA,93,402.69,20221201,174810,0000924900
0500107230,Exportação,04331717298GA,7,31.22,20221201,174810,0000924900
0500107230,Exportação,24184550168GA,716,6701.76,20221201,174810,0000924900
0500107230,Exportação,24184550228GA,108,949.32,20221201,174810,0000924900
0500107229,Exportação,2433349458741,69,107.64,20221201,174810,0000924900
0500107229,Exportação,24184550538GA,27,244.08,20221201,174810,0000924900
0500107229,Exportação,24184550808GA,19,209.38,20221201,174810,0000924900
0500107229,Exportação,24184551978GA,100,1614,20221201,174810,0000924900
0500107229,Exportação,24184552508GA,41,858.95,20221201,174810,0000924900
0500107229,Exportação,24185520758GA,105,382.2,20221201,174810,0000924900
0500107229,Exportação,04331713298GA,202,874.66,20221201,174810,0000924900
0500107229,Exportação,04331711748GA,2688,11665.92,20221201,174810,0000924900
0500107229,Exportação,04331712588GA,192,812.16,20221201,174810,0000924900
0500107229,Exportação,04331716798GA,705,3207.75,20221201,174810,0000924900
0500107229,Exportação,04331712768GA,288,1200.96,20221201,174810,0000924900
0500107229,Exportação,04331712908GA,96,417.6,20221201,174810,0000924900
0500107229,Exportação,04331717798GA,1604,5902.72,20221201,174810,0000924900
0500107229,Exportação,04331717898GA,18,80.64,20221201,174810,0000924900
0500107229,Exportação,04331713098GA,65,251.55,20221201,174810,0000924900
0500107229,Exportação,04331718498GA,888,3303.36,20221201,174810,0000924900
0500107229,Exportação,04331750368GA,56,254.8,20221201,174810,0000924900
0500107229,Exportação,04331713978GA,43,219.73,20221201,174810,0000924900
0500107229,Exportação,04331753878GA,866,3619.88,20221201,174810,0000924900
0500107229,Exportação,04331719578GA,192,908.16,20221201,174810,0000924900
0500107229,Exportação,04331717768GA,78,371.28,20221201,174810,0000924900
0500107229,Exportação,04331720998GA,3427,16860.84,20221201,174810,0000924900
0500107229,Exportação,04331712518GA,250,1072.5,20221201,174810,0000924900
0500107229,Exportação,04332718098GA,96,436.8,20221201,174810,0000924900
0500107229,Exportação,2433124379741,10,12.8,20221201,174810,0000924900
0500107229,Exportação,2430136202741,5500,3685,20221201,174810,0000924900
0500107229,Exportação,2434614041741,270,108,20221201,174810,0000924900
0500107229,Exportação,F00HN35932741,4800,1056,20221201,174810,0000924900
0500107229,Exportação,F00HN35933741,799,207.74,20221201,174810,0000924900
0500107229,Exportação,2433120127741,1175,705,20221201,174810,0000924900
0500107229,Exportação,14184500058GA,9,84.87,20221201,174810,0000924900
0500107229,Exportação,24184500008GA,72,666,20221201,174810,0000924900
0500107229,Exportação,24184554298GA,259,2538.2,20221201,174810,0000924900
0500107229,Exportação,0432191300741,25,467.5,20221201,174810,0000924900
0500107229,Exportação,F00RJ02703741,1457,11743.42,20221201,174810,0000924900
0500107229,Exportação,04331711198GA,18,84.42,20221201,174810,0000924900
0500107229,Exportação,04332714738GA,61,336.72,20221201,174810,0000924900
0500107229,Exportação,0432193423741,2156,27445.88,20221201,174810,0000924900
0500107229,Exportação,F00HN36628741,17,192.78,20221201,174810,0000924900
0500107229,Exportação,01301111307AT,2,28.8,20221201,174810,0000924900
0500107229,Exportação,04331711698GA,421,1759.78,20221201,174810,0000924900
0500107230,Exportação,0432191582741,72,1090.8,20221201,174810,0000924900
0500107230,Exportação,0280156061742,44,181.28,20221201,174810,0000924900
0500107230,Exportação,2434619040742,2950,678.5,20221201,174810,0000924900
0500107230,Exportação,24185540298GA,153,541.62,20221201,174810,0000924900
0500107230,Exportação,04332718058GA,178,881.1,20221201,174810,0000924900
0500107230,Exportação,2430102390741,60,4.8,20221201,174810,0000924900
0500107230,Exportação,6000900262741,47500,950,20221201,174810,0000924900
0500107230,Exportação,0432133771741,8,127.92,20221201,174810,0000924900
0500107230,Exportação,0432133761741,22,254.76,20221201,174810,0000924900
0500107230,Exportação,24185520038GA,1632,6364.8,20221201,174810,0000924900
0500107230,Exportação,24185521738GA,192,1159.68,20221201,174810,0000924900
0500107230,Exportação,24185540618GA,61,378.81,20221201,174810,0000924900
0500107230,Exportação,04331712888GA,96,407.04,20221201,174810,0000924900
0500107230,Exportação,04331753148GA,384,3087.36,20221201,174810,0000924900
0500107230,Exportação,24184553958GA,100,1769,20221201,174810,0000924900
0500107230,Exportação,24184259888GA,192,13818.24,20221201,174810,0000924900
0500107230,Exportação,0432193419742,363,5078.37,20221201,174810,0000924900
0500107230,Exportação,0432191268742,16,213.28,20221201,174810,0000924900
0500107230,Exportação,0432133764741,71,954.24,20221201,174810,0000924900
0500107230,Exportação,24370101088GA,42,243.6,20221201,174810,0000924900
0500107230,Exportação,04332712218GA,567,2353.05,20221201,174810,0000924900
0500107230,Exportação,24184550458GA,96,975.36,20221201,174810,0000924900
0500107230,Exportação,24184552258GA,48,454.56,20221201,174810,0000924900
0500107229,Exportação,04332716748GA,406,1656.48,20221201,174810,0000924900
0500107229,Exportação,04332729808GA,144,567.36,20221201,174810,0000924900
0500107229,Exportação,24184550778GA,192,1850.88,20221201,174810,0000924900
0500107229,Exportação,24185521058GA,53,188.15,20221201,174810,0000924900
0500107229,Exportação,2430102398741,90,5.4,20221201,174810,0000924900
0500107229,Exportação,0414799043741,50,3276,20221201,174810,0000924900
0500107229,Exportação,04331722018GA,12,37.08,20221201,174810,0000924900
0500107229,Exportação,0414750003741,5,311.6,20221201,174810,0000924900
0500107229,Exportação,F00HN37434741,48,494.4,20221201,174810,0000924900
0500107229,Exportação,0445120002741,80,3752.8,20221201,174810,0000924900
0500107229,Exportação,04331711288GA,96,517.44,20221201,174810,0000924900
0500107229,Exportação,04331711668GA,23,95.22,20221201,174810,0000924900
0500107229,Exportação,04331712228GA,113,485.9,20221201,174810,0000924900
0500107229,Exportação,04331712878GA,88,386.32,20221201,174810,0000924900
0500107229,Exportação,24184555608GA,100,1528,20221201,174810,0000924900
0500107229,Exportação,04331715648GA,230,1007.4,20221201,174810,0000924900
0500107229,Exportação,04331715848GA,168,761.04,20221201,174810,0000924900
0500107229,Exportação,04331717438GA,299,1190.02,20221201,174810,0000924900
0500107229,Exportação,04331713588GA,480,1953.6,20221201,174810,0000924900
0500107229,Exportação,04331751008GA,109,359.7,20221201,174810,0000924900
0500107229,Exportação,04331716008GA,243,1112.94,20221201,174810,0000924900
0500107229,Exportação,04331718638GA,192,766.08,20221201,174810,0000924900
0500107229,Exportação,04331754888GA,762,2910.84,20221201,174810,0000924900
0500107229,Exportação,04331717818GA,288,1172.16,20221201,174810,0000924900
0500107229,Exportação,04332716808GA,70,267.4,20221201,174810,0000924900
0500107229,Exportação,2430102306741,480,43.2,20221201,174810,0000924900
0500107229,Exportação,F00HN37431741,250,2570,20221201,174810,0000924900
0500107229,Exportação,14183251928GA,96,691.2,20221201,174810,0000924900
0500107229,Exportação,24184550308GA,53,531.06,20221201,174810,0000924900
0500107229,Exportação,24185520378GA,89,284.8,20221201,174810,0000924900
0500107229,Exportação,0432193498741,91,1348.62,20221201,174810,0000924900
0500107229,Exportação,04331715308GA,13,52.52,20221201,174810,0000924900
0500107229,Exportação,04332716388GA,139,553.22,20221201,174810,0000924900
0500107229,Exportação,F018B06804741,141,145.23,20221201,174810,0000924900
0500107229,Exportação,04331714788GA,559,2090.66,20221201,174810,0000924900
0500107229,Exportação,04331754708GA,63,342.72,20221201,174810,0000924900
0500107229,Exportação,F00RJ00005741,600,2370,20221201,174810,0000924900
0500107229,Exportação,24184551228GA,220,3366,20221201,174810,0000924900
0500107229,Exportação,2430136212742,3750,2212.5,20221201,174810,0000924900
0500107229,Exportação,F00RJ00449741,27,62.91,20221201,174810,0000924900
0500107229,Exportação,04331714508GA,1824,8025.6,20221201,174810,0000924900
0500107229,Exportação,04331711308GA,166,685.58,20221201,174810,0000924900
0500107229,Exportação,04331711598GA,1788,7169.88,20221201,174810,0000924900
0500107229,Exportação,04331712218GA,380,1550.4,20221201,174810,0000924900
0500107229,Exportação,04331712818GA,1152,5495.04,20221201,174810,0000924900
0500107229,Exportação,04331713358GA,5,20.25,20221201,174810,0000924900
0500107229,Exportação,04331710768GA,156,808.08,20221201,174810,0000924900
0500107229,Exportação,04331711318GA,384,1512.96,20221201,174810,0000924900
0500107229,Exportação,04331715268GA,96,435.84,20221201,174810,0000924900
0500107229,Exportação,04331712338GA,78,317.46,20221201,174810,0000924900
0500107229,Exportação,04331712718GA,96,436.8,20221201,174810,0000924900
0500107229,Exportação,04332715188GA,47,203.04,20221201,174810,0000924900
0500107229,Exportação,04331715968GA,288,1290.24,20221201,174810,0000924900
0500107229,Exportação,04331712538GA,47,312.08,20221201,174810,0000924900
0500107229,Exportação,04331712798GA,12,60.48,20221201,174810,0000924900
0500107229,Exportação,04331717668GA,288,1180.8,20221201,174810,0000924900
0500107229,Exportação,04331720518GA,288,956.16,20221201,174810,0000924900
0500107229,Exportação,04331752038GA,864,6739.2,20221201,174810,0000924900
0500107229,Exportação,04331718428GA,384,1505.28,20221201,174810,0000924900
0500107229,Exportação,04331719468GA,26,122.72,20221201,174810,0000924900
0500107229,Exportação,04331711278GA,134,675.36,20221201,174810,0000924900
0500107229,Exportação,04332717658GA,249,1620.99,20221201,174810,0000924900
0500107229,Exportação,04332717858GA,172,765.4,20221201,174810,0000924900
0500107229,Exportação,2430136085741,2953,1742.27,20221201,174810,0000924900
0500107204,Exportação,04331712958GA,5,25.25,20221201,174628,0000924900
0500107204,Exportação,0432191789741,6,110.94,20221201,174628,0000924900
0500107204,Exportação,04331711838GA,87,383.67,20221201,174628,0000924900
0500107204,Exportação,0432191585741,100,1660,20221201,174628,0000924900
0500107204,Exportação,04331714858GA,122,631.96,20221201,174628,0000924900
0500107212,Exportação,04321916248KK,54,989.82,20221201,174628,0000924934
0500107212,Exportação,04321935968KK,108,1720.44,20221201,174628,0000924934
0500107212,Exportação,04321316228M8,96,1915.2,20221201,174628,0000924934
